uniqueID,numberOfStars,systemAge,gardenWorldPresent,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ
0107000000,1,0.35,0,10.4911,2.35245,4.97176,-1.51e-06,1.13e-05,-2.18e-06
0108000000,1,0,0,20.9038,4.74739,-1.89023,-7.12e-06,2.64e-05,-1.24e-05
0109000000,1,1.65,0,19.7331,4.49797,6.86606,1.36e-05,8.84e-06,-2.41e-05
0110000000,1,11.4,0,9.48222,2.16725,15.7502,-7.02e-05,0.0001282,4.66e-06
0111000000,2,0,0,27.682,6.33769,-12.0018,-2.173e-05,8.91e-05,-4.35e-05
0112000000,1,11.5,0,29.0778,6.71327,11.2069,-5.5e-07,2.79e-05,-1.53e-05
0113000000,1,8.4,0,26.6123,6.16302,3.25876,-7.9e-07,5.06e-06,-3.15e-06
0114000000,1,1.3,0,11.9034,2.80391,-7.16244,-1.47e-05,4.03e-05,5.47e-06
0115000000,1,11.2,0,8.81032,2.07739,16.4137,-1.72e-06,-6.8e-06,2.61e-05
0116000000,1,4.4,0,17.5457,4.16359,-15.808,-1.52e-05,-1.82e-06,-1.74e-05
0117000000,1,6,0,18.1293,4.34305,19.2673,-1.55e-05,3.69e-05,6.31e-06
0118000000,1,7.1,0,25.7681,6.30397,11.8667,8.41e-06,-2.47e-05,-2.67e-05
0119000000,1,8.8,0,25.6916,6.38431,-15.0852,6.52e-06,6.17e-05,1.76e-05
0120000000,1,1.5,0,23.5234,5.95676,-4.97615,3.4e-07,-2.49e-05,-2.82e-05
0121000000,1,2.5,0,8.47484,2.15523,22.8322,-1.33e-05,8.41e-05,-5.71e-05
0122000000,1,5.7,0,17.5425,4.47732,-22.83,-1.86e-05,1.03e-05,-1.23e-05
0123000000,1,3.7,0,8.86952,2.26613,-17.3965,-8.73e-06,9.89e-05,-4.28e-06
0124000000,1,6.6,0,10.5686,2.75615,-5.77247,9.99e-06,8.27e-05,-3.64e-05
0125000000,1,3.3,0,27.4663,7.39916,-13.6377,-1.79e-05,6.22e-05,-2.36e-06
0126000000,1,12.3,0,19.3093,5.38691,-3.68788,-2.3e-05,-4.24e-06,-1.37e-05
0127000000,1,1.3,0,20.2833,5.66412,1.86521,8.03e-06,3.84e-05,2.44e-05
0128000000,1,2.5,0,27.7728,7.7624,-11.4236,-1.13e-05,3.38e-05,-4.48e-06
0129000000,1,5.7,0,2.4932,0.697723,7.81913,-4.63e-06,7.11e-05,-4e-06
0130000000,1,1.8,0,4.45132,1.24802,8.82229,-1.58e-05,3.22e-05,-3.07e-06
0131000000,1,10.1,0,8.70389,2.45285,23.8395,2.09e-06,2.93e-05,-2.54e-05
0132000000,2,6.9,0,30.1096,8.52531,11.4508,-3.12e-05,0.0001011,6.58e-06
0133000000,1,2.1,0,21.7439,6.20097,19.5572,1.04e-05,2.13e-05,-1.83e-05
0134000000,1,10.1,0,20.7975,6.00313,-10.3736,-1.17e-05,-7.52e-06,-3.45e-05
0135000000,1,3.2,0,25.2564,7.30669,12.8918,-1.33e-05,4.3e-05,1.72e-06
0136000000,1,1.1,0,24.4523,7.18495,7.01528,1.08e-06,1.17e-06,-2.58e-05
0137000000,1,4.9,0,20.4317,6.11928,5.8239,1.03e-05,-9.45e-06,-2.62e-05
0138000000,1,0.4,0,17.65,5.29445,-22.7468,-1.35e-05,6.85e-05,-5.96e-06
0139000000,1,1.75,0,6.28011,1.89418,13.4142,-5.1e-05,0.00010168,1.28e-05
0140000000,1,2.7,0,22.5509,6.81136,-14.9669,-1.09e-05,-5.3e-06,-1.89e-05
0141000000,2,10.5,0,36.8257,11.1939,16.3023,3.72e-05,3.26e-05,-8.88e-05
0142000000,1,6.7,0,23.2951,7.11969,19.9037,8.29e-06,-1.02e-05,3.64e-06
0143000000,2,6.5,0,8.29932,2.54801,12.3621,-3.747e-05,0.00025066,-0.00014886
0144000000,1,0,0,25.6031,7.90989,8.31693,-8.63e-06,-1.14e-05,-8.68e-05
0145000000,1,1.4,0,19.5863,6.10122,-9.43093,-8.72e-06,3.15e-05,2.28e-06
0146000000,1,0.6,0,2.99602,0.950129,-7.56747,2.51e-05,2.42e-05,-1.59e-05
0147000000,1,11.5,0,18.8899,6.01932,18.4438,2.32e-05,-1.38e-05,-1.92e-05
0148000000,1,2,0,3.35377,1.09798,-1.07883,2.25e-05,3.01e-05,2.69e-06
0149000000,1,0.55,0,19.4687,6.39805,-9.65884,-3.5e-06,1.37e-05,2.02e-06
0150000000,1,7.1,0,26.6195,8.90432,8.31158,1.59e-06,2.51e-06,-7.8e-06
0151000000,2,4.5,0,44.8463,15.089,-6.57928,4.06e-05,4.48e-05,5.8e-05
0152000000,1,2.8,0,9.23683,3.11617,-13.3889,1.64e-05,1.44e-05,1.47e-05
0153000000,2,10.9,0,14.6295,4.96739,-39.8712,-9.69e-06,8.55e-05,7.08e-06
0154000000,1,7.6,0,10.0236,3.4116,-10.7866,1e-06,5.18e-05,6.8e-07
0155000000,2,9,0,14.109,4.84191,-38.6076,-1.42e-06,8.48e-05,3.6e-07
0156000000,1,2.7,0,23.943,8.29138,-5.4306,-5.63e-06,1.59e-05,-5.7e-07
0157000000,1,10.2,0,16.0446,5.5628,15.802,6.35e-06,-1.12e-05,-2.51e-06
0158000000,1,0.45,0,20.1784,7.01266,10.1123,-3.75e-05,3.89e-05,-2.39e-05
0159000000,1,0.35,0,28.1855,9.84053,-1.18818,-4.93e-06,3.8e-05,-2.07e-05
0160000000,1,2.4,0,12.4226,4.35379,-9.46443,-9.98e-06,4.08e-06,-1.12e-05
0161000000,1,11.4,0,21.4712,7.52564,-5.36292,-1.32e-05,3.94e-05,2.33e-06
0162000000,1,0,0,27.3862,9.63979,-8.05345,-3.93e-05,2.94e-05,-6.46e-05
0163000000,1,9.2,0,19.2198,6.79549,1.95357,2.71e-06,1.02e-05,-6.22e-05
0164000000,1,3.9,0,20.3202,7.22239,-4.9391,-2.16e-05,1.22e-05,-7.1e-05
0165000000,2,3.6,0,50.9803,18.2216,-0.822831,-2.127e-05,0.0001118,-6.74e-05
0166000000,1,3.3,0,10.1813,3.7399,16.9133,-2.37e-05,-3.93e-05,2.3e-05
0167000000,1,10.2,0,22.7532,8.44722,14.7808,-1.91e-05,7.08e-05,-1.1e-05
0168000000,1,6.1,0,22.1637,8.23047,10.6902,-1.53e-05,4.02e-05,7.7e-07
0169000000,1,1.75,0,3.82746,1.42181,23.5201,-5.05e-06,3.3e-05,-1.57e-05
0170000000,1,7.9,0,11.6993,4.34957,-11.1038,-3.72e-05,9.32e-05,-4.73e-05
0171000000,1,2.4,0,14.3698,5.35523,-16.2815,-1.51e-06,-1.4e-05,-5.93e-06
0172000000,1,13.3,0,3.61943,1.35298,16.3592,-1.27e-06,-3.44e-06,-2.23e-05
0173000000,1,4.7,0,24.6882,9.24611,-13.3706,-1.08e-05,-1.31e-05,-2.89e-05
0174000000,1,0,0,22.8697,8.58452,8.26012,-2.21e-05,6.59e-05,3.4e-07
0175000000,1,6,0,19.261,7.23826,-13.472,-3.31e-05,3.29e-05,-2.96e-05
0176000000,3,5.2,0,82.8814,31.411,-20.3981,7.14e-06,0.0002228,-3.358e-05
0177000000,1,5.8,0,23.0603,8.90593,20.0625,-8.95e-06,3.13e-05,-3.61e-06
0178000000,1,0.8,0,28.1439,10.9303,10.102,-1.46e-05,8.46e-05,-2.55e-05
0179000000,1,10.2,0,19.6863,7.65857,-13.6399,-1.17e-06,3e-05,1.51e-05
0180000000,1,0.6,0,14.0824,5.53413,26.4576,-6.85e-06,4.45e-05,2.58e-06
0181000000,1,12.8,0,22.1489,8.75308,8.28062,-7.26e-06,-6.39e-06,-1.85e-06
0182000000,1,11.2,0,27.2605,10.8794,-0.080728,-1.25e-05,4.07e-05,-5.1e-05
0183000000,1,8.9,0,18.6418,7.49928,20.381,-1.14e-06,5.29e-05,-2.64e-06
0184000000,1,8.4,0,20.4057,8.35667,8.7853,-2.64e-06,5.56e-05,-1.55e-05
0185000000,1,8,0,9.01986,3.79296,27.2751,3.37e-06,2.24e-05,1.21e-06
0186000000,1,7.8,0,15.2439,6.50496,-6.66435,-6.39e-06,-5.81e-05,-7.14e-05
0187000000,2,3.2,0,32.302,13.8969,-15.8105,-7.35e-05,2.484e-05,-5.87e-06
0188000000,1,5.7,0,26.8791,11.6475,-3.61002,-2.53e-05,1.66e-05,-9.7e-06
0189000000,1,8,0,6.79752,2.97522,19.2779,-5.87e-06,-4.4e-05,-2.77e-05
0190000000,1,5.2,0,3.48024,1.52568,30.2876,-3.52e-05,3.23e-05,2.42e-06
0191000000,3,8.6,0,54.6791,24.064,-34.3653,2.694e-05,5.95e-05,1.434e-05
0192000000,1,8.2,0,9.22993,4.14797,8.92295,-4.2e-07,-1.26e-05,-3.81e-05
0193000000,1,2.9,0,13.389,6.05572,-17.0215,-1.38e-05,5.33e-05,8.1e-06
0194000000,1,6.9,0,21.6615,9.82508,-2.8196,-9.42e-06,1.75e-05,-1.13e-05
0195000000,1,6.9,0,22.8186,10.3607,5.36263,-6.48e-06,1.39e-05,8e-07
0196000000,1,2.9,0,3.04784,1.38779,-27.1768,8.36e-06,2.16e-05,-3.52e-06
0197000000,1,4.7,0,18.3858,8.4273,0.230014,-2.11e-05,4.57e-05,1.59e-05
0198000000,1,6.7,0,13.496,6.26465,15.3421,8.18e-06,2.86e-05,-1.4e-05
0199000000,1,1.6,0,6.70065,3.11611,25.2858,3.99e-06,2.38e-05,-3.98e-06
0200000000,1,4.5,0,10.6669,4.97034,3.2104,-2.64e-06,6.99e-06,-2.05e-06
0201000000,1,10.8,0,18.3064,8.60819,-23.4621,-3.56e-06,4.68e-05,1.44e-05
0202000000,1,9,0,8.46558,4.02816,8.62486,-1.21e-05,4.84e-05,-6.04e-06
0203000000,1,3.4,0,9.29716,4.45887,-14.0578,-5.62e-06,1.3e-05,-1.6e-05
0204000000,1,5.9,0,6.3708,3.05566,2.60927,-1.67e-05,-2.02e-05,-3.51e-05
0205000000,1,0.3,0,15.5839,7.51091,-15.6881,-4.13e-05,6.16e-05,-1.15e-05
0206000000,1,3.6,0,24.3147,11.7593,-10.7044,-3.54e-06,6.19e-06,-1.24e-06
0207000000,1,2.7,0,16.8534,8.15326,9.88857,-2.32e-05,5.16e-05,-3.02e-06
0208000000,1,2.3,0,10.2429,4.95912,0.860009,-1.07e-05,-3.1e-05,-4.41e-05
0209000000,1,8.2,0,5.38696,2.61806,12.1847,2.17e-05,-1.83e-05,-6.34e-05
0210000000,1,7.4,0,3.15408,1.53951,-1.00226,2.07e-06,-3.29e-05,1.93e-05
0211000000,1,0,0,15.7406,7.78834,18.5295,-3.9e-05,3.53e-05,1.83e-05
0212000000,1,6.6,0,20.3003,10.0502,-18.9774,-6.73e-06,4.12e-05,1.46e-05
0213000000,1,11,0,22.8104,11.3289,-11.9048,-9.6e-07,2.38e-05,-1.54e-05
0214000000,1,3.5,0,20.9655,10.5268,5.16304,1.95e-05,1.41e-05,-3.78e-06
0215000000,1,0,0,23.0567,11.7093,14.0299,-9.8e-07,1.12e-06,6.8e-07
0216000000,1,1.35,0,3.95526,2.00981,9.03725,-1.62e-06,3.1e-05,-1.64e-06
0217000000,1,1.5,0,16.9292,8.63201,7.3733,-8.53e-06,3.35e-05,-1.96e-05
0218000000,1,10.9,0,20.8554,10.7059,15.0444,-2.93e-05,-4.04e-05,1.92e-05
0219000000,1,3,0,23.7849,12.2468,-16.9412,2.61e-06,2.34e-05,2.06e-05
0220000000,2,0.2,0,39.9211,20.6685,-8.49001,7.27e-06,-3.02e-05,-2.06e-05
0221000000,1,10.4,0,19.0212,9.88225,-16.991,3.62e-05,1.91e-05,1.54e-05
0222000000,1,8.2,0,19.7758,10.309,12.5994,-2.32e-05,-1.71e-05,-2.52e-05
0223000000,1,11.8,0,14.3751,7.6282,-3.10539,-2.85e-05,3.65e-05,-4.24e-05
0224000000,1,3.8,0,4.21268,2.2391,-30.1876,-3.66e-06,1.22e-05,3.9e-07
0225000000,1,1.4,0,9.33058,4.96374,11.3343,3.34e-05,1.78e-05,5.42e-05
0226000000,1,2,0,8.96511,4.80803,-4.20026,-9.55e-06,4.6e-05,-5.54e-06
0227000000,1,8,0,14.8726,7.99818,9.58481,-3.66e-06,-6.9e-07,-2.73e-05
0228000000,1,12.7,0,7.99665,4.34643,20.6127,1.46e-05,2.33e-06,-6.14e-06
0229000000,1,8.5,0,14.7526,8.06346,6.38916,-4.43e-06,7.15e-06,-1.03e-05
0230000000,2,1.35,0,19.1954,10.6358,-27.6961,-2.56e-05,0.0001188,3.61e-05
0231000000,1,8.1,0,8.64713,4.81993,-17.3046,-6.9e-06,4.56e-05,8.77e-06
0232000000,1,11.5,0,25.5567,14.2814,12.4579,7.21e-06,-1.08e-05,-2.41e-06
0233000000,1,0.15,0,14.5074,8.12449,-21.1041,2.16e-06,5.33e-05,1.71e-05
0234000000,1,1.55,0,20.4089,11.5558,20.6668,7.5e-07,-6.55e-06,2.92e-06
0235000000,1,12.5,0,11.4205,6.48195,-28.4433,1.14e-05,3.48e-05,1.25e-05
0236000000,1,4.8,0,9.10363,5.19103,-19.3573,-5.26e-06,2.93e-05,-1.23e-05
0237000000,1,0,0,18.1411,10.3801,13.6822,-2.07e-05,2.21e-05,-5.56e-05
0238000000,2,0.8,0,36.2864,20.7828,2.5715,-2.711e-05,4.69e-05,3.99e-06
0239000000,1,8.4,0,5.54701,3.18297,10.4449,-5.01e-06,1.92e-05,-1.37e-05
0240000000,1,12.4,0,26.4188,15.6971,3.07045,-0.0001698,0.00030638,-0.00010498
0241000000,1,1.15,0,24.6151,14.7178,-2.4645,-9.03e-06,1.07e-05,-2.61e-05
0242000000,1,1.65,0,21.0734,12.7863,-6.91839,-2.6e-06,1.36e-06,-5.4e-06
0243000000,1,8.2,0,7.44763,4.52293,-2.76652,-6.15e-05,3.1e-05,3.48e-06
0244000000,2,0.15,0,34.4981,21.0168,-21.5347,-2.53e-06,8.8e-05,8.18e-05
0245000000,1,10.9,0,6.84044,4.184,-4.66254,1.43e-05,-1.91e-05,3.89e-06
0246000000,1,0.65,0,20.5455,12.5683,14.3482,1.78e-05,-1.64e-05,-1.11e-05
0247000000,1,8.7,0,17.6689,10.8811,9.3841,5.33e-06,4.11e-06,-1.48e-05
0248000000,2,12,0,42.2636,26.2564,7.70808,-3.14e-05,-4.16e-05,-7.18e-05
0249000000,1,1.7,0,7.26375,4.58919,25.7565,3.65e-06,5.03e-05,-9.88e-06
0250000000,1,3.9,0,24.2573,15.3321,-8.41297,-3.73e-05,6.51e-05,1.1e-05
0251000000,1,5,0,16.1394,10.2426,-4.8934,-3.37e-05,3.74e-05,-3.27e-05
0252000000,1,1.35,0,5.73817,3.67085,-8.35926,-7.7e-06,0.00012493,-2.05e-05
0253000000,1,10.9,0,14.1708,9.11819,-12.0956,-1.94e-06,-2.02e-05,-1.75e-05
0254000000,1,2.4,0,24.3715,15.7343,11.3554,-2.19e-05,3.52e-05,-1.75e-06
0255000000,1,6.3,0,24.6052,16.0247,11.8533,1.25e-05,-1.29e-05,-8.59e-06
0256000000,1,5.6,0,8.70866,5.67439,0.649508,5.11e-05,-7.28e-05,-9.35e-05
0257000000,1,4,0,14.1787,9.27081,-23.0989,1.11e-05,-1.06e-05,2.56e-06
0258000000,1,10.5,0,22.5195,14.7366,10.4447,-7.84e-06,2.21e-05,2.75e-06
0259000000,1,0.75,0,21.4046,14.0134,-8.15831,-9e-08,7.69e-05,1.43e-05
0260000000,1,0,0,17.0327,11.1583,17.4947,3.49e-06,1.15e-05,-1.07e-05
0261000000,1,0.35,0,17.367,11.4083,-8.0581,-2.06e-05,3.53e-05,5.53e-06
0262000000,1,5.7,0,16.6389,10.9321,17.0084,2.56e-06,1.05e-05,-9.26e-06
0263000000,1,7.9,0,19.7707,13.0393,-16.7109,-1.47e-05,-3.38e-05,-4.38e-05
0264000000,1,3.5,0,8.8742,5.86779,-6.65847,-6.96e-06,5.08e-05,-5.23e-05
0265000000,1,2.3,0,18.8928,12.5317,-1.44034,-5.3e-07,-1.95e-06,-2.39e-05
0266000000,1,3.3,0,25.3537,16.9994,4.01557,-2.66e-05,5.4e-05,-6.05e-05
0267000000,1,0.9,0,20.4284,13.7023,11.0917,-2.62e-05,5.5e-05,-2.37e-05
0268000000,1,0.4,0,6.59371,4.43447,19.3527,-4.39e-06,6e-05,-1.23e-05
0269000000,1,0,0,5.85698,3.93978,17.1873,-7.81e-06,5.07e-05,-2.23e-05
0270000000,2,11.4,0,35.7638,24.0706,-14.2063,2.11e-06,-1.252e-05,-3.33e-05
0271000000,1,5.8,0,10.16,6.8974,-7.37523,-1.92e-05,4.43e-05,1.5e-05
0272000000,1,3.8,0,7.36921,5.02005,6.06525,-3.25e-05,5.07e-05,-1.44e-05
0273000000,1,8.9,0,19.7884,13.5256,13.1455,-3.79e-06,1.32e-05,-7.83e-06
0274000000,1,7.2,0,11.125,7.61526,-18.5486,-1.6e-07,6.24e-05,2.55e-05
