,uniqueID,starID,connectingPointID,connectingStarID,distanceToConnectingPoint,cartesianX,cartesianY,cartesianZ,distanceBetweenPoints
101,,,,,,24.3257,4.80999,-10.0216,
102,,,,,,21.1396,4.21276,0.6719510000000001,
103,,,,,,29.625,5.95705,-6.91018,
104,,,,,,10.0274,2.02916,-11.1852,
105,,,,,,11.5372,2.33703,-10.5654,
106,,,,,,11.6861,2.3672299999999997,-10.702,
107,,,,,,28.0822,5.79966,-2.22003,
108,,,,,,19.2138,4.04025,-14.7712,
109,,,,,,23.1524,4.94466,-2.12767,
110,,,,,,7.258369999999999,1.5555,0.6860930000000001,
111,,,,,,21.9242,4.7580599999999995,6.8335300000000005,
112,,,,,,13.5198,2.93721,-16.5731,
113,,,,,,3.0984599999999998,0.674227,5.03838,
114,,,,,,3.0984,0.673787,5.03855,
115,,,,,,4.14696,0.9035190000000001,0.400348,
116,,,,,,16.7771,3.67688,-7.36579,
117,,,,,,7.06842,1.55974,20.3837,
118,,,,,,16.2432,3.58655,-23.4011,
119,,,,,,15.1132,3.35926,-2.90978,
120,,,,,,10.4911,2.35245,4.97176,
121,,,,,,20.9038,4.74739,-1.8902299999999999,
122,,,,,,19.7331,4.49797,6.866060000000001,
123,,,,,,9.48222,2.16725,15.7502,
124,,,,,,14.0386,3.21314,-6.08646,
125,,,,,,13.6434,3.12455,-5.91531,
126,,,,,,29.0778,6.71327,11.2069,
127,,,,,,26.6123,6.1630199999999995,3.2587599999999997,
128,,,,,,11.9034,2.8039099999999997,-7.162439999999999,
129,,,,,,8.810319999999999,2.0773900000000003,16.4137,
130,,,,,,17.5457,4.16359,-15.808,
131,,,,,,18.1293,4.34305,19.2673,
132,,,,,,25.7681,6.30397,11.8667,
133,,,,,,25.6916,6.38431,-15.0852,
134,,,,,,23.5234,5.95676,-4.97615,
135,,,,,,8.474839999999999,2.15523,22.8322,
136,,,,,,17.5425,4.47732,-22.83,
137,,,,,,8.86952,2.26613,-17.3965,
138,,,,,,10.5686,2.75615,-5.772469999999999,
139,,,,,,27.4663,7.39916,-13.6377,
140,,,,,,19.3093,5.386909999999999,-3.6878800000000003,
141,,,,,,20.2833,5.66412,1.8652099999999998,
142,,,,,,27.7728,7.7624,-11.4236,
143,,,,,,2.4932,0.697723,7.81913,
144,,,,,,4.45132,1.2480200000000001,8.822289999999999,
145,,,,,,8.70389,2.45285,23.8395,
146,,,,,,14.6638,4.15193,5.57651,
147,,,,,,15.4457,4.37338,5.8743300000000005,
148,,,,,,21.7439,6.20097,19.5572,
149,,,,,,20.7975,6.0031300000000005,-10.3736,
150,,,,,,25.2564,7.30669,12.8918,
151,,,,,,24.4523,7.18495,7.015280000000001,
152,,,,,,20.4317,6.119280000000001,5.8239,
153,,,,,,17.65,5.29445,-22.7468,
154,,,,,,6.28011,1.89418,13.4142,
155,,,,,,22.5509,6.8113600000000005,-14.9669,
156,,,,,,18.5476,5.63794,8.2107,
157,,,,,,18.2781,5.55598,8.091619999999999,
158,,,,,,23.2951,7.119689999999999,19.9037,
159,,,,,,4.1497,1.2741,6.1811300000000005,
160,,,,,,4.14962,1.27391,6.18095,
161,,,,,,25.6031,7.909889999999999,8.316930000000001,
162,,,,,,19.5863,6.10122,-9.43093,
163,,,,,,2.99602,0.9501290000000001,-7.56747,
164,,,,,,18.8899,6.01932,18.4438,
165,,,,,,3.35377,1.09798,-1.07883,
166,,,,,,19.4687,6.39805,-9.65884,
167,,,,,,26.6195,8.90432,8.311580000000001,
168,,,,,,21.9534,7.3882,-3.22357,
169,,,,,,22.8929,7.70085,-3.3557,
170,,,,,,9.23683,3.11617,-13.3889,
171,,,,,,7.405480000000001,2.51442,-20.1827,
172,,,,,,7.22397,2.45297,-19.6885,
173,,,,,,10.0236,3.4116,-10.7866,
174,,,,,,7.14319,2.4515599999999997,-19.5475,
175,,,,,,6.96577,2.39035,-19.0602,
176,,,,,,23.943,8.29138,-5.4306,
177,,,,,,16.0446,5.5628,15.802,
178,,,,,,20.1784,7.01266,10.1123,
179,,,,,,28.1855,9.840530000000001,-1.18818,
180,,,,,,12.4226,4.35379,-9.46443,
181,,,,,,21.4712,7.525639999999999,-5.36292,
182,,,,,,27.3862,9.63979,-8.05345,
183,,,,,,19.2198,6.795489999999999,1.95357,
184,,,,,,20.3202,7.222389999999999,-4.9391,
185,,,,,,24.9414,8.9162,-0.401098,
186,,,,,,26.0389,9.30542,-0.42173299999999997,
187,,,,,,10.1813,3.7399,16.9133,
188,,,,,,22.7532,8.44722,14.7808,
189,,,,,,22.1637,8.23047,10.6902,
190,,,,,,3.82746,1.42181,23.5201,
191,,,,,,11.6993,4.34957,-11.1038,
192,,,,,,14.3698,5.355230000000001,-16.2815,
193,,,,,,3.6194300000000004,1.3529799999999998,16.3592,
194,,,,,,24.6882,9.24611,-13.3706,
195,,,,,,22.8697,8.58452,8.26012,
196,,,,,,19.261,7.23826,-13.472000000000001,
197,,,,,,27.7985,10.538,-6.8449,
198,,,,,,27.5428,10.437000000000001,-6.77694,
199,,,,,,27.5401,10.436,-6.776269999999999,
200,,,,,,23.0603,8.90593,20.0625,
201,,,,,,28.1439,10.9303,10.102,
202,,,,,,19.6863,7.65857,-13.6399,
203,,,,,,14.0824,5.53413,26.4576,
204,,,,,,22.1489,8.75308,8.280619999999999,
205,,,,,,27.2605,10.8794,-0.080728,
206,,,,,,18.6418,7.499280000000001,20.381,
207,,,,,,20.4057,8.35667,8.7853,
208,,,,,,9.019860000000001,3.79296,27.2751,
209,,,,,,15.2439,6.50496,-6.66435,
210,,,,,,15.9603,6.878839999999999,-7.80266,
211,,,,,,16.3417,7.01807,-8.00786,
212,,,,,,26.8791,11.6475,-3.6100199999999996,
213,,,,,,6.79752,2.97522,19.2779,
214,,,,,,3.4802400000000002,1.52568,30.2876,
215,,,,,,17.158,7.551189999999999,-10.784,
216,,,,,,18.7606,8.2564,-11.7907,
217,,,,,,18.7606,8.2564,-11.7907,
218,,,,,,9.22993,4.14797,8.92295,
219,,,,,,13.389000000000001,6.05572,-17.0215,
220,,,,,,21.6615,9.82508,-2.8196,
221,,,,,,22.8186,10.3607,5.36263,
222,,,,,,3.0478400000000003,1.3877899999999999,-27.1768,
223,,,,,,18.3858,8.4273,0.230014,
224,,,,,,13.495999999999999,6.26465,15.3421,
225,,,,,,6.70065,3.11611,25.2858,
226,,,,,,10.6669,4.97034,3.2104,
227,,,,,,18.3064,8.608189999999999,-23.4621,
228,,,,,,8.465580000000001,4.02816,8.62486,
229,,,,,,9.29716,4.45887,-14.0578,
230,,,,,,6.3708,3.05566,2.60927,
231,,,,,,15.5839,7.510910000000001,-15.6881,
232,,,,,,24.3147,11.7593,-10.7044,
233,,,,,,16.8534,8.153260000000001,9.88857,
234,,,,,,10.2429,4.9591199999999995,0.860009,
235,,,,,,5.38696,2.61806,12.1847,
236,,,,,,3.15408,1.53951,-1.00226,
237,,,,,,15.7406,7.78834,18.5295,
238,,,,,,20.3003,10.0502,-18.9774,
239,,,,,,22.8104,11.3289,-11.9048,
240,,,,,,20.9655,10.5268,5.1630400000000005,
241,,,,,,23.0567,11.7093,14.0299,
242,,,,,,3.95526,2.00981,9.03725,
243,,,,,,16.9292,8.632010000000001,7.3733,
244,,,,,,20.8554,10.7059,15.0444,
245,,,,,,23.7849,12.2468,-16.9412,
246,,,,,,20.2283,10.4837,-4.29941,
247,,,,,,19.6928,10.1848,-4.1906099999999995,
248,,,,,,19.0212,9.88225,-16.991,
249,,,,,,19.7758,10.309000000000001,12.5994,
250,,,,,,14.3751,7.6282,-3.1053900000000003,
251,,,,,,4.212680000000001,2.2391,-30.1876,
252,,,,,,9.33058,4.9637400000000005,11.3343,
253,,,,,,8.965110000000001,4.8080300000000005,-4.20026,
254,,,,,,14.8726,7.9981800000000005,9.584810000000001,
255,,,,,,7.99665,4.346430000000001,20.6127,
256,,,,,,14.7526,8.063460000000001,6.3891599999999995,
257,,,,,,9.69683,5.37271,-13.9912,
258,,,,,,9.498610000000001,5.26307,-13.7048,
259,,,,,,8.64713,4.81993,-17.3046,
260,,,,,,25.5567,14.2814,12.4579,
261,,,,,,14.5074,8.12449,-21.1041,
262,,,,,,20.4089,11.5558,20.6668,
263,,,,,,11.4205,6.48195,-28.4433,
264,,,,,,9.10363,5.1910300000000005,-19.3573,
265,,,,,,18.1411,10.3801,13.6822,
266,,,,,,26.9733,15.4488,1.91167,
267,,,,,,9.31305,5.33407,0.65983,
268,,,,,,5.54701,3.18297,10.4449,
269,,,,,,26.4188,15.6971,3.07045,
270,,,,,,24.6151,14.7178,-2.4645,
271,,,,,,21.0734,12.7863,-6.91839,
272,,,,,,7.44763,4.522930000000001,-2.76652,
273,,,,,,17.5125,10.6681,-10.9353,
274,,,,,,16.9856,10.3487,-10.5994,
275,,,,,,6.840439999999999,4.184,-4.66254,
276,,,,,,20.5455,12.5683,14.3482,
277,,,,,,17.6689,10.8811,9.3841,
278,,,,,,15.732000000000001,9.751719999999999,8.033610000000001,
279,,,,,,26.5316,16.5046,-0.32553499999999996,
280,,,,,,7.26375,4.58919,25.7565,
281,,,,,,24.2573,15.3321,-8.41297,
282,,,,,,16.1394,10.2426,-4.8934,
283,,,,,,5.738169999999999,3.67085,-8.35926,
284,,,,,,14.1708,9.11819,-12.0956,
285,,,,,,24.3715,15.7343,11.3554,
286,,,,,,24.6052,16.0247,11.8533,
287,,,,,,8.70866,5.67439,0.649508,
288,,,,,,14.1787,9.27081,-23.0989,
289,,,,,,22.5195,14.7366,10.4447,
290,,,,,,21.4046,14.0134,-8.15831,
291,,,,,,17.0327,11.1583,17.4947,
292,,,,,,17.367,11.4083,-8.0581,
293,,,,,,16.6389,10.9321,17.0084,
294,,,,,,19.7707,13.0393,-16.7109,
295,,,,,,8.8742,5.86779,-6.6584699999999994,
296,,,,,,18.8928,12.5317,-1.44034,
297,,,,,,25.3537,16.9994,4.015569999999999,
298,,,,,,20.4284,13.7023,11.0917,
299,,,,,,6.593710000000001,4.43447,19.3527,
300,,,,,,5.85698,3.9397800000000003,17.1873,
301,,,,,,18.239,12.2756,-7.244619999999999,
302,,,,,,17.5248,11.795,-6.961689999999999,
303,,,,,,10.16,6.8974,-7.37523,
304,,,,,,7.369210000000001,5.02005,6.06525,
305,,,,,,19.7884,13.5256,13.1455,
306,,,,,,11.125,7.61526,-18.5486,
307,,,,,,19.1776,13.1738,-16.6675,
308,,,,,,20.0606,13.7903,0.7470760000000001,
309,,,,,,9.36139,6.492719999999999,-5.54317,
310,,,,,,9.256839999999999,6.43175,-8.42576,
311,,,,,,16.0938,11.3441,-15.9639,
312,,,,,,13.2193,9.36026,21.9386,
313,,,,,,21.2926,15.1515,-3.15299,
314,,,,,,23.7157,16.9203,-5.54558,
315,,,,,,6.51445,4.65719,8.85637,
316,,,,,,16.3306,11.7069,-8.869060000000001,
317,,,,,,21.4421,15.4992,11.0864,
318,,,,,,13.0862,9.4852,18.8123,
319,,,,,,19.0506,13.9129,-20.3915,
320,,,,,,24.9438,18.4623,3.14108,
321,,,,,,14.151,10.6158,-10.5916,
322,,,,,,13.6613,10.2726,1.32485,
323,,,,,,13.2324,9.950289999999999,1.2833,
324,,,,,,17.6297,13.3786,13.969000000000001,
325,,,,,,17.4022,13.2051,13.789000000000001,
326,,,,,,21.6796,16.4569,15.6713,
327,,,,,,20.2491,15.3854,5.44691,
328,,,,,,14.6214,11.1212,-6.67869,
329,,,,,,14.14,10.7559,-6.4587699999999995,
330,,,,,,14.1575,10.7219,-6.477069999999999,
331,,,,,,21.0363,16.1822,2.44529,
332,,,,,,21.2196,16.535,-7.34595,
333,,,,,,20.2896,15.8644,-7.01918,
334,,,,,,22.7153,17.8916,7.76653,
335,,,,,,5.31165,4.1867,-21.6977,
336,,,,,,6.5464,5.22481,-8.031080000000001,
337,,,,,,9.91744,8.023,4.69845,
338,,,,,,15.1573,12.2755,-8.48949,
339,,,,,,22.0302,17.8418,-14.5558,
340,,,,,,5.53846,4.48822,0.8610129999999999,
341,,,,,,5.55796,4.51117,0.8626590000000001,
342,,,,,,20.0375,16.3052,-17.827,
343,,,,,,18.679000000000002,15.2201,-1.32861,
344,,,,,,16.4386,13.4281,-14.6308,
345,,,,,,6.01074,4.94958,-12.8331,
346,,,,,,6.826060000000001,5.67815,-14.3132,
347,,,,,,16.1302,13.4826,-4.41955,
348,,,,,,20.2992,16.968,-5.5614,
349,,,,,,16.4288,13.8107,-3.57347,
350,,,,,,17.8022,15.0327,0.48753100000000005,
351,,,,,,17.2243,14.6116,-0.274253,
352,,,,,,14.0373,12.0154,15.6113,
353,,,,,,8.23347,7.0667800000000005,-13.3039,
354,,,,,,4.42157,3.8181800000000004,-8.07554,
355,,,,,,18.4403,15.9314,1.37773,
356,,,,,,18.9922,16.4068,1.4196,
357,,,,,,19.047,16.3387,1.4803899999999999,
358,,,,,,13.4724,11.6443,6.28111,
359,,,,,,14.77,12.7908,-20.557,
360,,,,,,20.4913,17.7951,-4.21568,
361,,,,,,5.480090000000001,4.7721599999999995,8.427010000000001,
362,,,,,,5.53253,4.8171,8.50751,
363,,,,,,5.10977,4.451980000000001,3.2359299999999998,
364,,,,,,19.0806,16.7248,4.52607,
365,,,,,,10.131,8.89275,-4.52944,
366,,,,,,12.252,10.8074,16.3082,
367,,,,,,17.4784,15.4981,11.2172,
368,,,,,,11.7256,10.4002,3.26727,
369,,,,,,15.8129,14.0782,-9.02469,
370,,,,,,17.8811,16.0905,13.1764,
371,,,,,,21.5411,19.4142,-6.03871,
372,,,,,,16.2934,14.6903,11.2111,
373,,,,,,14.7913,13.3357,10.18,
374,,,,,,13.0662,11.9035,23.4757,
375,,,,,,5.72596,5.25433,-10.3652,
376,,,,,,16.0941,14.8272,6.15512,
377,,,,,,19.9391,18.5471,5.11841,
378,,,,,,22.1631,20.6206,-4.3997,
379,,,,,,8.80993,8.22395,8.24882,
380,,,,,,14.9256,13.9583,-13.5006,
381,,,,,,3.7709099999999998,3.5278099999999997,-10.439,
382,,,,,,9.97711,9.3348,27.2963,
383,,,,,,17.9944,16.8414,12.5443,
384,,,,,,7.36773,6.902769999999999,-2.28817,
385,,,,,,21.2028,19.8916,1.6664400000000001,
386,,,,,,16.9877,16.1273,-16.9589,
387,,,,,,17.3628,16.4826,-17.3386,
388,,,,,,18.5546,17.8072,7.5246699999999995,
389,,,,,,18.9163,18.1697,-12.3564,
390,,,,,,15.0953,14.533,10.6183,
391,,,,,,14.7028,14.1541,10.3422,
392,,,,,,14.7052,14.1503,10.3409,
393,,,,,,9.16356,8.845180000000001,23.4776,
394,,,,,,14.574000000000002,14.2278,-9.48427,
395,,,,,,14.5812,14.2334,-9.48761,
396,,,,,,16.9159,16.5104,-11.0099,
397,,,,,,18.6041,18.4221,13.2105,
398,,,,,,17.0855,17.0924,3.28894,
399,,,,,,21.8238,21.9387,3.2448200000000003,
400,,,,,,6.33144,6.43485,-2.69005,
401,,,,,,13.1717,13.4374,16.5838,
402,,,,,,17.4198,17.7872,-10.8896,
403,,,,,,12.9095,13.1866,9.24467,
404,,,,,,13.0011,13.3034,-6.103680000000001,
405,,,,,,21.4047,22.1356,3.30882,
406,,,,,,7.972589999999999,8.26745,21.3358,
407,,,,,,9.95833,10.5348,0.497411,
408,,,,,,14.2629,15.1427,17.6786,
409,,,,,,20.5111,21.863000000000003,-7.34218,
410,,,,,,11.5425,12.3702,-9.079369999999999,
411,,,,,,19.4648,20.8938,-13.1702,
412,,,,,,14.1894,15.2388,18.0721,
413,,,,,,7.35182,7.909689999999999,-18.8347,
414,,,,,,12.8599,13.8399,-8.47993,
415,,,,,,19.7574,21.2667,-13.026,
416,,,,,,18.2719,19.7447,-12.4804,
417,,,,,,4.63479,5.016830000000001,8.029069999999999,
418,,,,,,3.48496,3.7724699999999998,20.6618,
419,,,,,,15.0958,16.3971,-20.4092,
420,,,,,,7.44924,8.09484,11.2858,
421,,,,,,17.194000000000003,18.8056,5.43965,
422,,,,,,11.3527,12.4173,1.74128,
423,,,,,,2.51781,2.76018,-9.5337,
424,,,,,,2.49647,2.7368900000000003,-9.45232,
425,,,,,,14.0843,15.5405,-22.1148,
426,,,,,,8.32977,9.25728,-6.8994100000000005,
427,,,,,,8.25715,9.17642,-6.838839999999999,
428,,,,,,15.0481,16.8265,-0.471316,
429,,,,,,14.9137,16.6754,-0.46653199999999995,
430,,,,,,11.562000000000001,13.1337,22.679000000000002,
431,,,,,,11.3303,12.8907,-8.53673,
432,,,,,,14.7667,16.8066,3.5357300000000005,
433,,,,,,11.1404,12.7151,-17.302,
434,,,,,,4.256469999999999,4.894830000000001,-28.9923,
435,,,,,,4.97246,5.7317800000000005,12.2227,
436,,,,,,4.6528599999999996,5.36284,11.4374,
437,,,,,,16.1228,18.6204,19.3121,
438,,,,,,16.9736,19.8008,-13.6904,
439,,,,,,14.8583,17.3458,13.7924,
440,,,,,,3.59606,4.2018699999999995,-10.6583,
441,,,,,,12.7052,14.8436,9.21572,
442,,,,,,12.8754,15.0839,-11.6368,
443,,,,,,8.424489999999999,9.87467,10.2334,
444,,,,,,3.60356,4.2272,-10.6734,
445,,,,,,14.3595,16.9079,14.2224,
446,,,,,,10.4898,12.3878,-11.9645,
447,,,,,,16.2731,19.227999999999998,-1.2510299999999999,
448,,,,,,5.88441,6.97323,0.5373180000000001,
449,,,,,,2.83924,3.3815,-4.1275,
450,,,,,,19.7876,23.6838,4.58729,
451,,,,,,1.56136,1.8833900000000001,13.8282,
452,,,,,,9.08389,11.0111,18.49,
453,,,,,,15.9747,19.4807,-14.655999999999999,
454,,,,,,7.817889999999999,9.59305,-14.744000000000002,
455,,,,,,7.91287,9.70773,-14.9226,
456,,,,,,11.7036,14.3959,17.8897,
457,,,,,,8.407960000000001,10.3449,-11.2162,
458,,,,,,11.2168,13.865,7.8602,
459,,,,,,11.3883,14.0755,7.98032,
460,,,,,,11.3821,14.0825,7.9766,
461,,,,,,9.592,11.9509,-1.43878,
462,,,,,,10.6296,13.3228,-15.8861,
463,,,,,,15.6121,19.6598,-14.8574,
464,,,,,,4.643269999999999,5.88928,-15.0412,
465,,,,,,16.5158,20.9951,13.8381,
466,,,,,,7.242319999999999,9.2592,-4.23316,
467,,,,,,12.38,15.9725,15.4408,
468,,,,,,13.2162,17.1198,-4.47035,
469,,,,,,6.02653,7.80995,-19.3087,
470,,,,,,5.9532099999999994,7.7214100000000006,-19.0906,
471,,,,,,17.3236,22.4508,-12.6854,
472,,,,,,13.3571,17.691,5.6592199999999995,
473,,,,,,4.56915,6.11499,-7.5544899999999995,
474,,,,,,1.89897,2.54143,-0.528523,
475,,,,,,18.2533,24.4934,3.9960000000000004,
476,,,,,,9.54198,12.8304,27.055,
477,,,,,,12.7377,17.1353,-0.9482440000000001,
478,,,,,,5.3396,7.28333,-10.1787,
479,,,,,,17.9492,24.8845,0.314761,
480,,,,,,8.16387,11.3271,0.097883,
481,,,,,,11.4064,16.2575,13.1331,
482,,,,,,14.6059,20.9308,-1.43456,
483,,,,,,9.37787,13.4541,-18.1662,
484,,,,,,13.6628,19.7271,1.51452,
485,,,,,,16.9414,24.6191,-5.64567,
486,,,,,,13.2846,19.4407,7.33087,
487,,,,,,13.5136,19.7999,-10.9076,
488,,,,,,13.3044,19.4995,-10.7385,
489,,,,,,16.395,24.1027,-6.673260000000001,
490,,,,,,5.0065,7.370189999999999,-1.5331299999999999,
491,,,,,,8.95462,13.2451,4.78669,
492,,,,,,9.49558,14.0614,5.08139,
493,,,,,,7.373939999999999,10.9243,-4.56684,
494,,,,,,7.02877,10.4356,-9.93012,
495,,,,,,7.09848,10.5437,-27.0198,
496,,,,,,11.5617,17.2244,14.5113,
497,,,,,,11.39,16.9804,12.86,
498,,,,,,9.99618,14.9341,18.6326,
499,,,,,,12.2774,18.3488,4.660480000000001,
500,,,,,,10.5646,15.8713,-10.0789,
501,,,,,,10.6607,16.0165,-10.1705,
502,,,,,,7.287319999999999,11.045,6.515630000000001,
503,,,,,,8.88912,13.5386,-6.95825,
504,,,,,,9.00372,13.7376,14.4947,
505,,,,,,8.40605,12.8252,13.5336,
506,,,,,,8.81528,13.4955,-0.555074,
507,,,,,,9.1663,14.1106,0.819361,
508,,,,,,3.4337400000000002,5.28837,16.1498,
509,,,,,,3.44194,5.30013,16.1928,
510,,,,,,3.44191,5.30009,16.1927,
511,,,,,,4.66439,7.1841800000000005,21.9447,
512,,,,,,16.4254,25.4259,8.2253,
513,,,,,,14.4874,22.8123,-11.9353,
514,,,,,,10.8454,17.1212,-18.6142,
515,,,,,,13.1819,21.1146,10.3979,
516,,,,,,11.8554,19.0439,-9.46781,
517,,,,,,10.7439,17.4176,-15.4585,
518,,,,,,10.1944,16.7122,5.84187,
519,,,,,,8.04215,13.1999,-1.8502299999999998,
520,,,,,,5.25476,8.66503,18.4082,
521,,,,,,5.71421,9.52811,18.9687,
522,,,,,,6.83655,11.4464,-11.731,
523,,,,,,8.20735,13.7666,21.7075,
524,,,,,,7.909889999999999,13.3587,-0.314208,
525,,,,,,8.0337,13.5678,-0.318598,
526,,,,,,1.92413,3.3777,15.777999999999999,
527,,,,,,6.09556,10.8233,-22.7424,
528,,,,,,9.22966,16.4156,-0.088392,
529,,,,,,4.03178,7.20408,-2.23565,
530,,,,,,7.281110000000001,13.0347,10.5609,
531,,,,,,7.53295,13.7789,6.3475,
532,,,,,,10.2619,19.0147,-8.23069,
533,,,,,,11.4255,21.2655,13.382,
534,,,,,,4.84971,9.05975,-21.2783,
535,,,,,,7.55957,14.1537,12.5702,
536,,,,,,9.84528,18.5627,20.7661,
537,,,,,,6.14901,11.6374,-22.3687,
538,,,,,,7.72412,14.6207,12.9376,
539,,,,,,5.22878,9.898760000000001,7.44831,
540,,,,,,4.15644,7.92197,-12.0345,
541,,,,,,3.03689,5.80804,17.5684,
542,,,,,,14.1416,27.1145,5.01079,
543,,,,,,3.99493,7.9003,24.592,
544,,,,,,9.15686,18.6008,-1.60195,
545,,,,,,2.74617,5.58271,25.4987,
546,,,,,,2.17952,4.43289,-0.66374,
547,,,,,,2.2034700000000003,4.48645,-0.67203,
