id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
21712,21765,,,Wo 9163A,,,4.674795,-9.196107,19.685,-111.55,-112.43,0,10.27,8.799,M0V...,1.49,6.607263,18.274199,-3.145941,0.00000943,-0.00000523,-0.00001059,1.223858385,-0.160502347,-5.41E-07,-5.45E-07,,,Eri,1,21712,Wo 9163,0.026326917,,,
21717,21770,29875,1502,Gl 174.1A,Alp Cae,,4.676039,-41.863752,20.1654,-141.18,-74.95,0.8,4.44,2.917,F2V,0.342,5.101798,14.124725,-13.457617,0.00001153,-0.00000871,-0.000006,1.22418417,-0.730660317,-6.84E-07,-3.63E-07,Alp,,Cae,1,21717,Gl 174.1,5.931984397,,,
21764,21818,29697,,Gl 174,,,4.688574,20.901512,13.1891,-233.61,-254.55,7,8.09,7.489,K3V,1.092,4.147652,11.602164,4.7054,0.00001827,0.00000674,-0.00001265,1.227465706,0.364800206,-1.13E-06,-1.23E-06,,,Tau,1,21764,,0.08798325,V834,8.167,7.997
21779,21832,29587,,,,,4.693391,42.11847,27.571,536.05,-416.89,112.6,7.29,5.088,G2V,0.633,6.860145,19.266932,18.491602,-0.0000263,0.00013971,0.0000359,1.228726975,0.735105983,2.60E-06,-2.02E-06,,,Per,1,21779,,0.80315617,,,
21794,21847,29645,1489,,,,4.697283,38.280182,31.8674,241.54,-97.88,47,5.97,3.453,G0V,0.593,8.3672,23.575143,19.742356,-0.00001941,0.00005687,0.00001791,1.229745743,0.668115217,1.17E-06,-4.75E-07,,,Per,1,21794,,3.620762178,,,
21808,21861,29992,1503,Gl 176.1,Bet Cae,,4.700965,-37.144297,28.6697,46.9,193.14,26.8,5.04,2.753,F3V,0.391,7.623137,21.544405,-17.311611,0.00000655,0.00003805,0.00000485,1.230709731,-0.648290275,2.27E-07,9.36E-07,Bet,,Cae,1,21808,,6.899220098,,,
21812,21865,29985,,,,,4.701458,-33.919811,30.5157,-37.38,-293.78,0,9.98,7.557,K5/M0V,1.199,8.443726,23.87328,-17.028739,-0.00000287,-0.00002471,-0.00003606,1.230838861,-0.592012379,-1.81E-07,-1.42E-06,,,Cae,1,21812,,0.082641844,,,
21831,21884,,,,,,4.704461,57.707536,29.8507,-77.14,-531.78,0,11.37,8.995,M:,1.43,5.305858,15.038941,25.233755,0.00003217,0.00005763,-0.00004111,1.231625008,1.007186499,-3.74E-07,-2.58E-06,,,Cam,1,21831,,0.021978599,,11.439,11.309
21879,21932,285968,,Gl 176,,,4.715487,18.958171,9.2739,659.83,-1114.72,26.4,9.95,10.114,M2,1.523,2.894283,8.279782,3.012961,-0.0000142,0.00004927,-0.00003862,1.234511717,0.33088251,3.20E-06,-5.40E-06,,,Tau,1,21879,,0.007841515,,,
21907,21960,30278,,,,,4.720462,-54.593426,27.3448,50.46,-198.5,0,7.61,5.426,G8V,0.746,5.208364,14.962284,-22.287689,-0.00001337,-0.00001806,-0.00001525,1.235814044,-0.952835039,2.45E-07,-9.62E-07,,,Dor,1,21907,,0.58830156,,,
21935,21988,29883,,Gl 176.2,,,4.726509,27.6874,21.925,53.73,-265.73,17.1,8,6.295,K5III,0.907,6.353568,18.345574,10.187464,0.00000397,0.0000289,-0.00001688,1.237397115,0.483236296,2.60E-07,-1.29E-06,,,Tau,1,21935,,0.264240876,,,
22006,22059,,,,,,4.744932,-37.12133,31.5259,-49.66,-134.73,0,9.54,7.047,K5V,0.95,8.111764,23.792681,-19.026035,0.00000317,-0.00001421,-0.00001642,1.242220252,-0.647889439,-2.41E-07,-6.53E-07,,,Cae,1,22006,,0.132190425,,,
22068,22121,30440,,,,,4.76085,-43.897114,29.2912,139.77,20.87,0,8.89,6.556,K3V,0.955,6.727722,20.005899,-20.309508,-0.00001816,0.00000827,0.00000214,1.246387634,-0.766149166,6.78E-07,1.01E-07,,,Cae,1,22068,,0.20777821,,,
22069,22122,30501,,Gl 176.3,,,4.760757,-50.07423,20.8638,-445.81,-337.31,17,7.58,5.983,K0V,0.875,4.268602,12.691773,-16.000076,0.00003796,-0.00002859,-0.00003523,1.246363267,-0.873960187,-2.16E-06,-1.64E-06,,,Pic,1,22069,,0.352208636,,,
22210,22263,30495,1532,Gl 177,58    Eri,,4.793413,-16.934456,13.2767,130.41,169.2,21.7,5.49,4.875,G3V,0.632,3.945704,12.072764,-3.867261,-0.0000004,0.0000258,0.00000395,1.254912697,-0.295562014,6.32E-07,8.20E-07,,58,Eri,1,22210,,0.977237221,IX,5.502,5.472
22235,22288,30523,,NN 3314,,,4.800317,-10.933645,25.8866,81.99,-108.75,0,9.53,7.465,K7V,1.135,7.852184,24.173364,-4.909964,-0.00001059,0.00000072,-0.0000134,1.256719994,-0.19082811,3.97E-07,-5.27E-07,,,Eri,1,22235,,0.089949758,,,
22283,22336,30562,1536,,,,4.810107,-5.674045,26.4201,312.68,-249.28,79,5.77,3.66,F8V,0.631,8.058285,25.025977,-2.612198,-0.00001444,0.0000858,-0.00003976,1.259283033,-0.099030761,1.52E-06,-1.21E-06,,,Eri,1,22283,,2.992264637,,,
22296,22349,30455,,,,,4.811704,18.70943,29.7796,190.15,-384.9,53.3,6.95,4.58,G2V...,0.618,8.634016,26.852487,9.552523,-0.00000487,0.00007452,-0.00003514,1.259701065,0.326541161,9.22E-07,-1.87E-06,,,Tau,1,22296,,1.282330583,,,
22371,22424,,,,,,4.825765,-14.789576,24.7954,-206.46,-286.32,0,10.88,8.908,K7,1.421,7.254394,22.850007,-6.329518,0.000021,-0.00001588,-0.00003328,1.263382309,-0.258126803,-1.00E-06,-1.39E-06,,,Eri,1,22371,,0.023812226,,10.938,10.808
22378,22431,31027,,,,,4.826945,-53.881516,29.8686,135.24,231.9,0,7.64,5.264,K4V,0.846,5.322312,16.782527,-24.127848,-0.00001047,0.00003178,0.00001979,1.263691174,-0.940409853,6.56E-07,1.12E-06,,,Dor,1,22378,,0.682967441,,,
22396,22449,30652,1543,Gl 178,1Pi 3Ori,,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,-0.00000983,0.00002903,0.00000348,1.264666197,0.12149718,2.25E-06,5.63E-08,Pi-3,1,Ori,1,22396,,3.003308879,,,
22398,22451,30876,,NN 3317,,,4.831204,-35.10763,17.7462,-26.26,-113.91,0,7.49,6.244,K2V,0.901,4.373274,13.84333,-10.206091,0.00000046,-0.00000605,-0.00000802,1.264806296,-0.612743738,-1.27E-07,-5.52E-07,,,Cae,1,22398,,0.276949127,,,
22445,22498,,,,,,4.840259,63.332951,28.9519,219.3,-194.5,0,9.99,7.682,K7,1.33,3.884681,12.399479,25.872276,-0.00002208,0.00003248,-0.00001225,1.267176963,1.105368523,1.06E-06,-9.43E-07,,,Cam,1,22445,,0.073654621,DP,10.448,9.908
22522,22576,30708,,,,,4.858178,35.815139,31.6456,20.67,-117.91,0,6.78,4.278,G5,0.717,7.557272,24.523682,18.518118,0.00000009,0.00001105,-0.00001467,1.27186798,0.625092106,1.00E-07,-5.72E-07,,,Aur,1,22522,,1.693557709,,,
22543,22596,30649,,Wo 9168,,,4.862073,45.834157,30.1841,376.09,-564.9,25.9,6.94,4.541,G1V-VI,0.586,6.172784,20.104257,21.652009,-0.00002978,0.00009048,-0.00003859,1.272887654,0.799956949,1.82E-06,-2.74E-06,,,Aur,1,22543,,1.329229588,,,
22549,22602,31143,,,,,4.8627,-35.840243,30.656,-92.36,-32.26,0,8.15,5.717,K0V,0.766,7.290537,23.757919,-17.949922,0.0000123,-0.00000671,-0.00000389,1.273051846,-0.625530254,-4.48E-07,-1.56E-07,,,Cae,1,22549,,0.449987034,,,
22574,22627,,,Gl 179,,,4.868257,6.476539,12.288,146.09,-310.14,-7.8,11.94,11.493,M4,1.59,3.564852,11.677498,1.386033,-0.00001003,-0.00000305,-0.00001926,1.274506813,0.113036935,7.08E-07,-1.50E-06,,,Ori,1,22574,,0.002201912,,12.079,11.849
22585,22638,,,,,,4.870377,44.974199,29.9312,-64.53,85.94,0,9.26,6.879,K5,1.12,6.171052,20.254873,21.155022,0.00000639,-0.00001116,0.00000882,1.275061798,0.784947853,-3.13E-07,4.17E-07,,,Aur,1,22585,,0.154312107,,,
22662,22715,30973,,GJ 2035,,,4.884646,22.23517,26.5393,149.22,-129.31,0,8.78,6.661,K5V,1.019,7.071678,23.525938,10.042711,-0.00001657,0.00001156,-0.0000154,1.278797212,0.388076934,7.23E-07,-6.27E-07,,,Tau,1,22662,,0.188625325,,8.808,8.698
22686,22738,,,GJ 2036A,,,4.891985,-55.860307,11.1086,132.86,73.93,0,10.73,10.502,M2Ve,1.58,1.783145,5.973835,-9.194274,-0.00000591,0.0000052,0.00000223,1.280718652,-0.974946287,6.44E-07,3.58E-07,,,Dor,1,22686,GJ 2036,0.005485295,,10.808,10.668
22709,22762,,,Gl 180,,,4.897213,-17.773419,12.1183,408.76,-644.35,-15,10.9,10.483,M3,1.547,3.285536,11.062177,-3.699113,-0.00003047,-0.00001824,-0.00003136,1.282087456,-0.310204675,1.98E-06,-3.12E-06,,,Eri,1,22709,,0.005582131,,10.97,10.83
22723,22776,31000,,,,,4.898947,36.757433,28.2167,6.17,11.58,0,7.77,5.517,G5,0.747,6.426579,21.673834,16.885679,-0.00000108,-0.00000067,0.00000127,1.282541402,0.641538234,2.99E-08,5.61E-08,,,Aur,1,22723,,0.541003407,V536,7.81,7.75
22734,22787,31392,,NN 3319,,,4.901165,-35.404517,25.1636,125.9,157.75,0,7.6,5.596,K0V,0.792,5.819249,19.667559,-14.578417,-0.00001156,0.00001505,0.00001568,1.283121874,-0.617925395,6.10E-07,7.65E-07,,,Cae,1,22734,,0.503037081,,,
22791,22844,31746,1597,,,,4.914717,-58.547652,30.4044,100.99,68.25,22,6.11,3.695,F3V,0.442,4.447142,15.228741,-25.937384,-0.00000859,0.00002368,-0.00001395,1.286670008,-1.021849294,4.90E-07,3.31E-07,,,Dor,1,22791,,2.897343588,,,
22854,22907,31560,,GJ 2037,,,4.928304,-28.563914,17.8859,187.57,-227.55,12.1,8.13,6.867,K3/K4V,1.072,4.349849,15.09475,-8.551994,-0.00001523,0.00000588,-0.00002325,1.290227021,-0.49853435,9.09E-07,-1.10E-06,,,Cae,1,22854,,0.156027087,,,
23086,23140,,,GJ 1074,,,4.979394,50.943826,19.305,502.53,-335.69,0,10.97,9.542,M0V:,1.432,3.211395,11.73215,14.990885,-0.00003892,0.00003595,-0.00001979,1.303602304,0.889137503,2.44E-06,-1.63E-06,,,Aur,1,23086,,0.013280059,,11.046,10.906
23093,23147,,,Gl 181,,,4.980705,49.849285,16.3106,111.58,-113.85,-33.9,9.8,8.738,M2,1.413,2.773224,10.14466,12.466791,-0.00001259,-0.0000126,-0.0000323,1.303945546,0.87003416,5.41E-07,-5.52E-07,,,Aur,1,23093,,0.027848384,,,
23146,23200,,,Gl 182,,,4.993009,1.783523,25.8799,37.15,-93.94,18.2,10.05,7.985,M0.5Ve,1.394,6.740727,24.973816,0.805473,0.00000044,0.00001953,-0.0000112,1.307166724,0.031128342,1.80E-07,-4.55E-07,,,Ori,1,23146,,0.055718575,V1005,10.109,9.949
23254,23309,,,,,,5.013087,-57.257074,26.7809,35.64,72.8,0,10.02,7.881,,1.297,3.701019,14.004205,-22.52557,-0.00000244,0.00000887,0.00000511,1.312423047,-0.999324459,1.73E-07,3.53E-07,,,Dor,1,23254,,0.061319697,,10.119,9.919
23256,23311,32147,1614,Gl 183,,,5.013611,-5.753675,8.7078,550.74,-1109.3,22.2,6.22,6.52,K3V,1.049,2.212605,8.376843,-0.872994,-0.00001791,0.00002324,-0.00004887,1.312560205,-0.10042058,2.67E-06,-5.38E-06,,,Eri,1,23256,,0.214783047,,,
23376,23431,32237,,,,,5.036064,14.081564,30.003,86.36,-405.09,-28.3,8.19,5.804,G5,0.72,7.266208,28.179436,7.299756,-0.00001559,-0.00001017,-0.00006419,1.318438413,0.24576966,4.19E-07,-1.96E-06,,,Ori,1,23376,,0.415336405,,,
23382,23437,32778,,Gl 186.1A,,,5.038078,-56.080536,22.482,-45.45,731.8,2.9,7.02,5.261,G5V,0.636,3.126091,12.14986,-18.656097,0.0000217,0.00006447,0.00004204,1.31896573,-0.978790005,-2.20E-07,3.55E-06,,,Dor,1,23382,Gl 186.1,0.684857159,,7.397,6.997
23397,23452,32450,,Gl 185A,,,5.04123,-21.256645,8.5771,-141.55,-221.74,-17.2,8.31,8.643,M0V,1.43,1.985393,7.742932,-3.109538,0.0000008,-0.00002058,-0.00000222,1.319790892,-0.370998437,-6.86E-07,-1.08E-06,,,Lep,1,23397,Gl 185,0.03039485,,,
23428,23482,32743,1649,Gl 187,Eta1Pic,,5.046861,-49.151407,26.0756,-43.96,27.18,21.4,5.37,3.289,F2V,0.421,4.211792,16.526961,-19.724788,0.00000956,0.00001502,-0.00001431,1.321265128,-0.857853886,-2.13E-07,1.32E-07,Eta-1,,Pic,1,23428,,4.211143104,,,
23429,23484,31675,1594,,,,5.047327,66.822974,27.7624,67.57,-335.17,17,6.2,3.983,F6V:,0.509,2.696981,10.588526,25.521927,0.00000311,0.00004906,-0.00000177,1.321387205,1.166280914,3.28E-07,-1.62E-06,,,Cam,1,23429,,2.222286254,,,
23457,23512,,,NN 3325,,,5.055581,-17.373541,9.2073,-226.25,-447.88,0,11.71,11.889,K:,1.661,2.150567,8.520023,-2.749301,0.00000833,-0.00000826,-0.00001908,1.323548035,-0.303225501,-1.10E-06,-2.17E-06,,,Lep,1,23457,,0.001528974,,11.798,11.628
23461,23516,,,Gl 186,,,5.056076,-23.250248,24.8571,248.88,157.15,110.1,9.28,7.303,K5V,1.281,5.586743,22.145521,-9.812676,-0.00000194,0.0001149,-0.00002705,1.323677476,-0.405793376,1.21E-06,7.62E-07,,,Lep,1,23461,,0.104423922,,,
23463,23518,,,Gl 184,,,5.056498,53.12847,13.6221,1304.13,-1537.29,66,9.96,9.289,M0,1.389,1.998265,7.925906,10.89792,-0.00005374,0.00013908,-0.00000691,1.323788191,0.927266725,6.32E-06,-7.45E-06,,,Cam,1,23463,,0.016764863,,10.012,9.902
23500,23555,32820,1651,,,,5.064986,-41.74495,31.746,22.82,159.17,29,6.3,3.792,F8V,0.528,5.740364,22.980285,-21.137165,0.00000591,0.00003814,-0.00000147,1.326010148,-0.728586829,1.11E-07,7.72E-07,,,Cae,1,23500,,2.649720099,,,
23638,23693,33262,1674,Gl 189,Zet Dor,,5.091853,-57.472704,11.6455,-31.87,117.42,-2.4,4.71,4.379,F7V,0.526,1.474776,6.085643,-9.818715,0.00000275,0.00000373,0.00000563,1.333044066,-1.003087911,-1.55E-07,5.69E-07,Zet,,Dor,1,23638,,1.543121066,,,
23652,23708,,,GJ 1075,,,5.096497,-57.553834,11.6591,-32.02,118.83,0,8.98,8.647,K7V,1.386,1.465829,6.081014,-9.839066,0.00000309,0.00000509,0.0000036,1.33425978,-1.004503894,-1.55E-07,5.76E-07,,,Dor,1,23652,,0.030283077,,,
23728,23783,32537,1637,Gl 187.2A,9    Aur,,5.111289,51.59772,26.2881,-29.31,-173.95,0.6,4.98,2.881,F0V,0.343,3.765141,15.889624,20.601167,0.00000773,0.00001641,-0.00001329,1.338132385,0.900550105,-1.42E-07,-8.43E-07,,9,Aur,1,23728,Gl 187.2,6.131969697,V398,5.002,4.942
23731,23786,32850,,NN 3330,,,5.111726,14.446235,23.6742,282.67,-239.14,32.5,7.74,5.869,K0V,0.804,5.283492,22.308835,5.906108,-0.00002257,0.00004546,-0.00001828,1.338246644,0.252134357,1.37E-06,-1.16E-06,,,Ori,1,23731,,0.391201039,,,
23780,23835,32923,1656,Gl 188A,104    Tau,,5.124164,18.645052,15.4345,536.05,18.51,20.6,4.91,3.968,G4V,0.657,3.324007,14.241868,4.934537,-0.00003462,0.00002813,0.00000805,1.341502876,0.325417547,2.60E-06,8.97E-08,,104,Tau,1,23780,Gl 188,2.253201336,,,
23797,23852,33021,1662,NN 3334,13    Ori,,5.127309,9.47178,27.6702,-5.61,-382.35,-22.2,6.15,3.94,G1IV,0.625,6.181471,26.583543,4.553426,-0.00000243,-0.00001376,-0.00005432,1.342326408,0.165313745,-2.72E-08,-1.85E-06,,13,Ori,1,23797,,2.31206479,,,
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,0.00000848,-0.00001249,-0.00000915,1.343247953,-0.088775232,-4.04E-07,-3.66E-07,Bet,67,Eri,1,23820,,50.53589948,,,
23877,23932,,,Gl 190,,,5.143064,-18.172048,9.2721,503.75,-1400.17,7,10.28,10.444,M5,1.52,1.95987,8.588938,-2.891723,-0.00002493,-0.00000746,-0.00006203,1.346450972,-0.317162074,2.44E-06,-6.79E-06,,,Lep,1,23877,,0.005786287,,10.338,10.228
23886,23941,33256,1673,Gl 189.2,68    Eri,,5.145472,-4.456207,25.4582,55.62,16.03,10.4,5.11,3.081,F2V,0.455,5.630937,24.74883,-1.978036,-0.00000431,0.00001201,0.00000115,1.347081415,-0.077775489,2.70E-07,7.77E-08,,68,Eri,1,23886,,5.10035024,,,
24012,24069,,,,,,5.171682,9.502056,27.1297,56.52,-351.28,0,12.27,10.103,M0V:,1.383,5.757069,26.130795,4.478652,-0.00000562,0.00000905,-0.00004557,1.353943271,0.165842156,2.74E-07,-1.70E-06,,,,1,24012,,0.007921365,,12.39,12.15
24129,24186,33793,,Gl 191,,Kapteyn's Star,5.194169,-45.018417,3.9114,6506.05,-5731.39,245.5,8.86,10.898,M0V,1.543,0.578997,2.705174,-2.76822,-0.00009951,0.0001243,-0.00025439,1.359830239,-0.785719603,3.15E-05,-2.78E-05,,,Pic,1,24129,,0.003808904,VZ,9.148,8.828
24148,24205,33636,,,,,5.196236,4.403539,28.3688,180.83,-137.32,-1.8,7,4.736,G0,0.588,5.908053,27.661135,2.178173,-0.0000244,0.00000482,-0.00001897,1.360371334,0.076856262,8.77E-07,-6.66E-07,,,Ori,1,24148,,1.110708256,,,
24153,24210,33725,,,,,5.198402,-9.113155,28.2646,-72.33,-558.12,5.6,8.04,5.784,K1V,0.799,5.813793,27.295595,-4.47669,0.00000835,-0.00000838,-0.00007641,1.360938541,-0.159054558,-3.51E-07,-2.71E-06,,,Ori,1,24153,,0.423058086,,,
24186,24243,277656,,,,,5.204828,41.44599,28.2566,-14,-471.63,0,8.89,6.634,K2,1.01,4.377504,20.723285,18.703432,0.00001071,0.00004144,-0.00004842,1.362620835,0.72336898,-6.79E-08,-2.29E-06,,,Aur,1,24186,,0.193374855,,,
24227,24284,,,Gl 192,,,5.211726,19.66565,12.2926,275.09,238.42,-28.6,10.82,10.372,M5,1.55,2.371876,11.329749,4.136752,-0.00002267,-0.00002828,0.00000354,1.364426663,0.343230336,1.33E-06,1.16E-06,,,Tau,1,24227,,0.006183011,,10.885,10.765
24275,24332,33632,,,,,5.221519,37.337309,26.1165,-144.76,-135.1,0,6.48,4.395,F8,0.542,4.202759,20.334907,15.839821,0.00002005,0.00000645,-0.0000136,1.3669904,0.651658973,-7.02E-07,-6.55E-07,,,Aur,1,24275,,1.52054753,,,
24361,24419,34101,,Gl 193,,,5.238903,-15.826631,29.0613,201.06,-224.64,32.6,7.43,5.113,G8V,0.719,5.53434,27.406704,-7.925894,-0.00002312,0.00002859,-0.00003954,1.371541713,-0.27622682,9.75E-07,-1.09E-06,,,Lep,1,24361,,0.784874103,,,
24396,24454,290054,,,,,5.246703,0.661963,26.688,235.47,-446.06,0,9.97,7.838,K2III,1.189,5.22881,26.168948,0.308331,-0.00002974,0.00000662,-0.00005771,1.373583737,0.011553436,1.14E-06,-2.16E-06,,,Ori,1,24396,,0.063796962,,,
24414,24472,,,NN 3340,,,5.252233,-7.346803,22.4517,262.63,-431.62,0,11.54,9.784,M:,1.52,4.331378,21.842054,-2.871007,-0.00002921,-0.00000033,-0.00004659,1.375031478,-0.128225907,1.27E-06,-2.09E-06,,,Ori,1,24414,,0.010626739,,11.649,11.439
24549,24608,34029,1708,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,0.00000192,0.00003559,-0.00000254,1.381816413,0.802816393,3.66E-07,-2.07E-06,Alp,13,Aur,1,24549,Gl 194,139.3156803,,,
24647,24710,34659,,,,,5.300108,-27.490704,29.824,-47.57,-109.53,0,9.28,6.907,K3V,1.015,4.820577,26.013564,-13.766898,0.00000543,-0.00000844,-0.00001405,1.387565002,-0.479803299,-2.31E-07,-5.31E-07,,,Col,1,24647,,0.150383435,VW,10.183,9.093
24723,24783,34751,,Gl 199A,,,5.31311,-21.393761,19.8886,-139.42,-39.09,27.6,9.35,7.857,K4V,1.298,3.312207,18.219798,-7.254962,0.00001768,0.0000221,-0.00001381,1.390968977,-0.373391567,-6.76E-07,-1.90E-07,,,Lep,1,24723,Gl 199,0.06269025,,,
24726,24786,34721,1747,Gl 198,,,5.314017,-18.13005,25.025,385,61.32,40.3,5.96,3.968,G0V,0.572,4.248232,23.400421,-7.787264,-0.00003854,0.00004916,-0.00000576,1.391206341,-0.316429073,1.87E-06,2.97E-07,,,Lep,1,24726,,2.253201336,,,
24753,24813,34411,1729,Gl 197,15Lam Aur,,5.318995,40.099051,12.631,519.39,-664.79,66.5,4.69,4.183,G0V,0.63,1.713487,9.509166,8.136149,-0.00001742,0.00008264,0.00001267,1.392509585,0.699860475,2.52E-06,-3.22E-06,Lam,15,Aur,1,24753,,1.848417195,,,
24759,24819,34673,,Gl 200A,,,5.320183,-3.07381,15.4488,702.14,136.27,86.5,7.77,6.826,K3V,1.051,2.73122,15.183658,-0.828442,-0.00003601,0.00009679,0.00000545,1.392820633,-0.053648097,3.40E-06,6.61E-07,,,Ori,1,24759,Gl 200,0.162031704,,,
24814,24874,34865,,NN 3346,,,5.333215,-15.839645,24.3013,173.92,204.52,0,8.72,6.792,K3V,1.003,4.060354,23.023266,-6.632942,-0.00001904,0.00001004,0.00002318,1.396232313,-0.276453957,8.43E-07,9.92E-07,,,Lep,1,24814,,0.167186036,,,
25032,25094,34575,,,,,5.372122,59.277912,30.4414,225.8,-284.36,-23.2,7.09,4.673,G5,0.75,2.544711,15.342016,26.168935,-0.00002895,0.00002908,-0.00004183,1.406418141,1.034594733,1.09E-06,-1.38E-06,,,Cam,1,25032,,1.177063791,,,
25047,25110,33564,1686,Gl 196,,,5.376036,79.231149,20.8855,-78.6,161.13,-10.7,5.08,3.481,F6V,0.506,0.634691,3.850421,20.517591,0.00000491,-0.00001912,-0.0000077,1.407443064,1.382844412,-3.81E-07,7.81E-07,,,Cam,1,25047,,3.528580258,,,
25056,25119,35112,,,,,5.377081,2.603191,20.2265,54.2,-139.41,0,7.76,6.23,K3V,0.98,3.280546,19.937537,0.918659,-0.00000514,0.00000148,-0.00001366,1.407716394,0.045434246,2.63E-07,-6.76E-07,,,Ori,1,25056,,0.280543364,,,
25157,25220,35171,,Gl 201,,,5.393993,17.324119,14.0845,253.35,-4.66,37.8,7.93,7.186,K2,1.104,2.124277,13.277023,4.194138,-0.00001123,0.00003927,0.00001121,1.412144003,0.302362923,1.23E-06,-2.26E-08,,,Tau,1,25157,,0.116305432,,,
25215,25278,35296,1780,Gl 202,111    Tau,,5.407071,17.383534,14.3864,250.4,-7.42,38.1,5,4.21,F8V SB,0.544,2.122676,13.564563,4.298277,-0.00001148,0.00003959,0.00001115,1.415567931,0.303399903,1.21E-06,-3.60E-08,,111,Tau,1,25215,,1.803017741,V1119,5.026,4.986
25220,25283,35650,,,,,5.408379,-38.969655,18.0018,44,-58.37,0,9.08,7.803,K2,1.248,2.159125,13.828481,-11.321489,-0.00000429,-0.00000257,-0.00000396,1.415910197,-0.680148781,2.13E-07,-2.83E-07,,,Col,1,25220,,0.06588704,,9.125,9.015
25357,25421,35854,,GJ 1079,,,5.43742,-32.504764,17.7715,246.73,-90.72,0,7.7,6.451,K2/K3V,0.946,2.19941,14.825278,-9.549867,-0.00002164,-0.00000103,-0.00000659,1.423513236,-0.56731516,1.20E-06,-4.40E-07,,,Col,1,25357,,0.228875866,,,
25423,25486,35850,1817,,,,5.451323,-11.900964,27.0416,17.19,-49.3,19,6.3,4.14,F7V:,0.553,3.787819,26.188005,-5.576571,0.0000003,0.00001782,-0.00001033,1.427153031,-0.207710998,8.33E-08,-2.39E-07,,,Lep,1,25423,,1.923091729,AF,6.319,6.269
25480,25544,36435,,Gl 204.1,,,5.460956,-60.415995,19.2012,-148.89,-92.83,12.9,6.99,5.573,G5V,0.755,1.33341,9.385425,-16.698094,0.00001358,-0.00000294,-0.00001574,1.429674858,-1.054458028,-7.22E-07,-4.50E-07,,,Dor,1,25480,,0.51380698,,,
25514,25578,,,Gl 203,,,5.466709,9.643928,8.8106,-194.06,-759.52,0,12.48,12.755,M5,1.653,1.208775,8.601568,1.475993,0.00000896,0.00000423,-0.00003198,1.431181056,0.1683183,-9.41E-07,-3.68E-06,,,,1,25514,,0.000688652,,12.624,12.254
25547,25612,,,,,,5.471783,-81.77538,30.6654,-29.03,-441.37,0,10.12,7.687,M,1.17,0.604739,4.344933,-30.350002,-0.00000468,-0.00006491,-0.00000939,1.432509555,-1.427249619,-1.41E-07,-2.14E-06,,,Men,1,25547,,0.073316209,,,
25559,25623,36003,,Gl 204,,,5.473916,-3.499555,13.0208,-306.64,-797.13,-56,7.65,7.077,K5V,1.113,1.784269,12.872953,-0.794769,0.0000109,-0.00006232,-0.00004673,1.433067783,-0.061078761,-1.49E-06,-3.86E-06,,,Ori,1,25559,,0.128587869,,,
25583,25647,36705,,,,,5.479112,-65.44857,15.1676,32.14,150.97,32.8,6.88,5.975,K1III(p),0.83,0.856775,6.243901,-13.796544,0.00000093,0.00002413,-0.0000259,1.434428049,-1.142293043,1.56E-07,7.32E-07,,,Dor,1,25583,,0.354813389,AB,6.954,6.824
25598,25662,35956,,NN 3347A,,,5.481008,12.550823,28.169,81.49,-218.4,8.6,6.71,4.461,G0V,0.582,3.724437,27.242526,6.121296,-0.00000898,0.00001643,-0.0000272,1.43492448,0.219053178,3.95E-07,-1.06E-06,,,Ori,1,25598,NN 3347,1.430869413,,,
25652,25716,,,GJ 2043A,,,5.490839,15.577293,17.2563,-82.74,-126.92,0,10.55,9.365,M2V:,1.5,2.209188,16.475002,4.633973,0.00000724,0.00000191,-0.00001023,1.437498243,0.271875046,-4.01E-07,-6.15E-07,,,Ori,1,25652,GJ 2043,0.015631476,,,
25712,25775,274255,,,,,5.503888,-42.697332,18.7793,33.15,-145.33,0,9.72,8.352,M0V,1.343,1.787558,13.685526,-12.734721,-0.00000415,-0.00000851,-0.00000972,1.440914486,-0.745209029,1.61E-07,-7.05E-07,,,Col,1,25712,,0.039737451,VZ,9.793,9.653
25813,25878,36395,,Gl 205,,,5.524277,-3.677229,5.6571,763.05,-2092.89,8.5,7.97,9.207,M1V,1.474,0.701301,5.601801,-0.362827,-0.00002014,0.00000756,-0.00005783,1.446252222,-0.064179753,3.70E-06,-1.01E-05,,,Ori,1,25813,,0.018080066,,,
25853,25918,37763,1953,,Gam Men,,5.531318,-76.340964,31.3578,143.2,287.75,57,5.18,2.698,K4III,1.13,0.906183,7.349405,-30.47144,-0.00001472,0.00005851,-0.00004632,1.448095704,-1.332401174,6.94E-07,1.40E-06,Gam,,Men,1,25853,,7.257716503,,,
