,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pra,pdec,rv,ag,absag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,prarad,pdecrad,bayer,fla,con,comp,comp_primary,base,lu,var,var_in,var_ax,mass,mass_t,temperature,radius,radius_t,period,period_t,semiMajorAxis,semiMajorAxis_t,eccentricity,eccentricity_t
716,30430,30503,45184,2318,GJ 3394,,,6.412193,-28.780112,21.8818,-164.83,-120.68,-4.4,6.37,4.67,G2V,0.626,-2.065584,19.067234,-10.534962,1.85E-05,-8.17E-06,-9.05E-06,1.678708093,-0.50230772,-7.99E-07,-5.85E-07,,,CMa,1,30430,,1.180320636,,,,1.07594,0.129579,5854,1.12871,0.0941223,,,,,,
1664,74006,74234,134440,,Gl 579.2B,,,15.170276,-16.462922,28.4576,-1001.47,-3542.66,308,9.44,7.169,K2V,0.85,-18.420289,-20.140316,-8.065516,-0.0002124,-2.75E-05,-0.00055793,3.971568908,-0.287332194,-4.86E-06,-1.72E-05,,,Lib,2,74007,Gl 579.2,0.118140825,,,,,,,,,,,,,,
1665,74007,74235,134439,,Gl 579.2A,,,15.170309,-16.379405,28.86,-998.86,-3542.91,294.3,9.07,6.769,sdK1,0.77,-18.688503,-20.43393,-8.139165,-0.00020373,-1.57E-05,-0.00056041,3.971577556,-0.285874541,-4.84E-06,-1.72E-05,,,Lib,1,74007,Gl 579.2,0.170765447,,,,,,,,,,,,,,
3384,119014,,,,Gl 580B,,,15.230663,-1.352022,17.301,-1279.01,-490.96,0,7.35,6.16,~,,-11.469851,-12.946061,-0.408219,-7.97E-05,7.18E-05,-4.12E-05,3.987378321,-0.023597243,-6.20E-06,-2.38E-06,Gl 580B,,Ser,2,74309,Gl 580,0.299226464,,,,,,,,,,,,,,
539,21935,21988,29883,,Gl 176.2,,,4.726509,27.6874,21.925,53.73,-265.73,17.1,8,6.295,K3,0.907,6.353568,18.345574,10.187464,3.97E-06,2.89E-05,-1.69E-05,1.237397115,0.483236296,2.60E-07,-1.29E-06,,,Tau,1,21935,,0.264240876,,,,,,,,,,,,,,
1207,54585,54745,97334,4345,Gl 417,,,11.208996,35.81408,21.925,-248.55,-151.33,-3.2,6.41,4.705,G2,0.6,-17.399524,3.65562,12.82955,-1.18E-06,2.72E-05,-1.50E-05,2.934508212,0.625073618,-1.21E-06,-7.34E-07,,,UMa,1,54585,,1.142878335,MN,6.429,6.399,1.07366,0.128996,5905,1.09428,0.0914536,,,,,,
3853,119066,,,,GJ 1197,,,16.12056,26.836947,21.9298,357.71,-430.86,0,13.33,11.625,M3V,1.64,-9.244092,-17.246665,9.900275,2.37E-05,-3.62E-05,-4.09E-05,4.220352784,0.468393085,1.73E-06,-2.09E-06,GJ 1197,,,1,119066,,0.001949845,,,,,,,,,,,,,,
1054,47068,47201,,,GJ 1127,,,9.619819,22.694142,21.9443,-149.21,-177.84,-36.9,9.43,7.723,K5,1.273,-16.440076,11.814587,8.466241,3.16E-05,-3.17E-06,-3.20E-05,2.518462769,0.396087496,-7.23E-07,-8.62E-07,,,Leo,1,47068,,0.070925107,,,,,,,,,,,,,,
2225,98513,98828,190470,,Gl 779.1,,,20.069458,25.79023,21.9491,-76.31,-39.04,-6.4,7.82,6.113,K3V,0.924,10.190948,-16.932555,9.549536,-9.06E-06,-6.90E-07,-6.59E-06,5.254171907,0.45012442,-3.70E-07,-1.89E-07,,,Vul,1,98513,,0.312464009,,,,0.873592,0.105373,5130,0.867762,0.0744231,,,,,,
286,11046,11072,14802,695,Gl 97,Kap For,,2.375704,-23.816326,21.9635,197.34,-4.39,18.4,5.19,3.481,G0V,0.608,16.330638,11.706947,-8.869059,1.60E-06,2.70E-05,-8.03E-06,0.621957971,-0.415673305,9.57E-07,-2.13E-08,Kap,,For,1,11046,,3.528580258,,,,1.04606,0.124377,5883,1.86128,0.170833,,,,,,
2320,103057,103389,199260,8013,Gl 811,,,20.946479,-26.296378,21.9684,95.07,-65.06,-16.1,5.7,3.991,F6V,0.507,13.729882,-14.12012,-9.732257,-5.17E-06,1.98E-05,1.08E-06,5.483775462,-0.45895837,4.61E-07,-3.15E-07,,,Cap,1,103057,,2.205972022,,,,1.207489354,0.0819653,6270,1.19543,0.0583712,,,,,,
2688,117640,118008,224228,,GJ 4377,,,23.936288,-39.052334,21.9684,205.9,-185.07,0,8.24,6.531,K2V,0.973,17.057646,-0.284499,-13.840751,-1.21E-05,2.21E-05,-1.53E-05,6.266505646,-0.681591808,9.98E-07,-8.97E-07,,,Scl,1,117640,,0.212617986,,,,,,,,,,,,,,
464,18366,18413,24409,,GJ 3257,,,3.936579,59.641888,21.9829,-284.06,159.32,0,6.53,4.82,G3V,0.698,5.714208,9.528113,18.968679,1.84E-05,-2.81E-05,8.58E-06,1.030593887,1.040947311,-1.38E-06,7.72E-07,,,Ca,1,18366,,1.028016298,,,,1.15753,0.165717,5743.62,1.33877,0.116727,,,,,,
881,38120,38228,63433,,,,,7.831962,27.363181,22.0022,-9.29,-11.84,-18.7,6.9,5.188,G5IV,0.682,-9.016455,17.335649,10.112776,8.45E-06,-1.41E-05,-9.91E-06,2.050402751,0.477577609,-4.50E-08,-5.74E-08,,,Ge,1,38120,,0.732487133,V377,6.918,6.888,1.00357,0.12424,5694.11,0.937078,0.0799415,,,,,,
1313,58824,59000,105065,,Gl 455.1,,,12.097405,-18.875254,22.0022,-19.09,-319.85,0,9.99,8.278,K5V,1.336,-20.812267,-0.530839,-7.117904,1.10E-05,2.32E-06,-3.23E-05,3.167093223,-0.329435332,-9.26E-08,-1.55E-06,,,Crv,1,58824,,0.042540246,,10.034,9.934,,,,,,,,,,,
238,9217,9236,12311,591,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,262.54,26.88,15.2,2.86,1.147,F0IV,0.29,9.103629,5.191033,-19.357346,-5.26E-06,2.93E-05,-1.23E-05,0.518219158,-1.07459676,1.27E-06,1.30E-07,Alp,,Hyi,1,9217,,30.28307694,,,,1.35759,0.289449,7248.9,3.33104,0.292606,,,,,,
2498,110605,110951,,,Wo 9784,,,22.479425,18.931696,22.0167,166.13,-128.26,0,10.73,9.016,M1V,1.359,19.197261,-8.073174,7.143115,1.10E-05,1.46E-05,-1.30E-05,5.885099826,0.330420428,8.05E-07,-6.22E-07,,,Peg,1,110605,,0.02155758,,10.817,10.697,0.613,0.004,3863,0.567,0.017,,,,,,
2399,106679,107022,205536,,,,,21.674997,-74.074282,22.0216,-139.09,211.92,0,7.07,5.356,G9V,0.755,4.957241,-3.455125,-21.176373,9.36E-06,-2.46E-05,6.21E-06,5.674500847,-1.292840106,-6.74E-07,1.03E-06,,,Ind,1,106679,,0.627480162,,,,0.97466,0.124167,5432.49,1.01822,0.0875788,,,,,,
1673,74309,74537,135204,,Gl 580A,,,15.230804,-1.351387,17.671,-1269.65,-503.15,-69.2,6.58,5.344,G9V,0.763,-11.71425,-13.222898,-0.416737,-3.38E-05,0.00012584,-4.14E-05,3.987415205,-0.023586159,-6.16E-06,-2.44E-06,,,Ser,1,74309,Gl 580,0.634453796,,,,1.04979,0.124734,5411.29,1.13554,0.0965913,,,,,,
3854,118542,,,,GJ 1112,,,8.511028,32.699032,22.0264,-145.22,-520.11,-18,15.72,14.005,DA6.8,0.3,-11.325631,14.672145,11.898739,3.40E-06,2.10E-05,-5.67E-05,2.228181976,0.570705777,-7.04E-07,-2.52E-06,GJ 1112,,,1,118542,,0.000217771,,,,,,,,,,,,,,
1553,69192,69414,124292,,GJ 3830,,,14.212567,-3.320084,22.0507,-160.71,-322.14,31.3,7.05,5.333,G8V,0.733,-18.422924,-12.050342,-1.27706,-3.45E-05,-2.03E-06,-3.62E-05,3.720841232,-0.057946403,-7.79E-07,-1.56E-06,,,Vir,1,69192,,0.640914357,,,,0.987053,0.124591,5458,0.997566,0.0868071,,,,,,
2271,101056,101382,195987,,Gl 793.1,,,20.547687,41.898478,22.0507,-156.89,452.8,-6.1,7.08,5.363,G9V,0.796,10.153317,-12.895535,14.725703,-3.61E-05,1.87E-05,3.19E-05,5.379371886,0.731266397,-7.61E-07,2.20E-06,,,Cyg,1,101056,,0.623447661,,,,1.0248,0.123612,5104.98,1.48548,0.134671,,,,,,
2472,109475,109821,210918,8477,Gl 851.2,,,22.244039,-41.381666,22.0507,570.33,-791.08,-18.8,6.23,4.513,G2V,0.648,14.827393,-7.3407,-14.576985,-3.60E-05,8.58E-05,-5.07E-05,5.823475902,-0.722246322,2.77E-06,-3.84E-06,,,Gru,1,109475,,1.363954868,,,,1.01241,0.123887,5747.74,1.22368,0.110458,,,,,,
89,3490,3497,4308,,Gl 31.5,,,0.744205,-65.649522,22.0556,157.92,-742.38,97.7,6.55,4.832,G6V,0.655,8.922183,1.760752,-20.094339,-3.38E-05,1.05E-05,-0.00012376,0.194832297,-1.145800316,7.66E-07,-3.60E-06,,,Tuc,1,3490,,1.0167168,,,,0.83,,5685,,,,,,,,
3855,119005,,,,Gl 575.1,,,15.07285,29.476124,22.0751,237.55,-166.34,0,12.75,11.03,M2.5,1.53,-13.327232,-13.845777,10.862292,1.22E-05,-2.39E-05,-1.55E-05,3.946063026,0.514455417,1.15E-06,-8.06E-07,Gl 575.1,,,1,119005,,0.003372873,,,,,,,,,,,,,,
418,16201,16242,,,Gl 143.1,,,3.488832,-11.678367,22.0848,60.88,-304.08,0,9.95,8.23,dK7,1.403,13.216177,17.119784,-4.470351,-9.19E-06,-1.23E-06,-3.19E-05,0.913374064,-0.203825956,2.95E-07,-1.47E-06,,,Eri,1,16201,,0.044463127,,9.997,9.897,,,,,,,,,,,
1691,75083,75312,137107,5727,Gl 584A,2Eta CrB,,15.38675,30.287812,17.8635,125.77,-176.48,-7.3,4.99,3.73,G2V,0.577,-9.748862,-11.953838,9.009316,7.64E-06,-7.86E-06,-1.70E-05,4.028241698,0.528622045,6.10E-07,-8.56E-07,Eta,2,CrB,1,75083,Gl 584,2.805433638,,,,1.13406,0.153157,6028.7,1.55844,0.136107,,,,,,
2662,116570,116936,,,Wo 9835,,,23.702951,-2.576863,22.1043,-192.64,-259.06,25,10.3,8.578,K7V,1.343,22.015432,-1.715539,-0.993811,2.26E-05,-2.25E-05,-2.89E-05,6.205418112,-0.044974752,-9.34E-07,-1.26E-06,,,Psc,1,116570,,0.032270077,,10.346,10.236,,,,,,,,,,,
136,5204,5215,,,GJ 1030,,,1.111531,15.272798,22.1092,-112.05,-253.67,0,11.45,9.727,M0V,1.473,20.431674,6.119284,5.823896,1.03E-05,-9.45E-06,-2.62E-05,0.290998094,0.266560604,-5.43E-07,-1.23E-06,,,Psc,1,5204,,0.011199535,,11.534,11.374,,,,,,,,,,,
1688,75024,75253,136713,,GJ 1191,,,15.37686,-10.661123,22.1141,-57.74,-202.38,-5.3,7.97,6.247,K2V,0.97,-13.778665,-16.806029,-4.091096,1.14E-06,1.12E-05,-2.03E-05,4.025652483,-0.186071701,-2.80E-07,-9.81E-07,,,Lib,1,75024,,0.276184944,,,,0.86171,0.1031,4972.27,0.905882,0.0802271,,,,,,
2011,88075,88348,164922,,Gl 700.2,,,18.041899,26.313001,22.119,389.78,-602.45,20.7,7.01,5.286,G9V,0.799,0.217521,-19.826132,9.804873,4.23E-05,-4.72E-05,-4.85E-05,4.723358086,0.45924851,1.89E-06,-2.92E-06,,,Her,1,88075,,0.669267907,,,,0.87,,5293,1,,,,,,,
163,6084,6097,,,Gl 56.1,,,1.304446,-12.899836,22.1239,174.4,-679.14,0,11.78,10.056,M2,1.44,20.320171,7.222386,-4.939101,-2.16E-05,1.22E-05,-7.10E-05,0.341503286,-0.225144618,8.46E-07,-3.29E-06,,,Cet,1,6084,,0.0082718,,11.866,11.686,,,,,,,,,,,
3858,118379,,,,NN 3351,,,5.629428,79.541084,22.1239,745.66,-927.41,-92,18.4,16.676,M6,,0.385679,3.996744,21.751693,-7.18E-05,8.81E-05,-0.00011057,1.473780781,1.38825381,3.62E-06,-4.50E-06,GJ 3351,,,1,118379,,1.86E-05,,,,,,,,,,,,,,
3504,119020,,137108,5728,Gl 584B,2Eta CrB,,15.38663,30.2862,18.622,134.87,-186.31,-10.6,5.96,4.61,G2V,,-10.163052,-12.461021,9.391168,9.99E-06,-7.01E-06,-2.00E-05,4.028210316,0.528593902,6.54E-07,-9.03E-07,Gl 584B,2,CrB,2,75083,Gl 584,1.247383514,,,,,,,,,,,,,,
3615,119022,,,,Gl 586C,,,15.462474,-9.028458,19.8649,43.14,-306.98,0,15.41,13.92,M4.5V,1.84,-12.095489,-15.446549,-3.1173,6.13E-06,1.09E-06,-2.92E-05,4.04806633,-0.157576313,2.09E-07,-1.49E-06,Gl 586C,,,3,75489,Gl 586,0.000235505,,,,,,,,,,,,,,
2324,103127,103458,199288,,Gl 812.1,,,20.961163,-44.129371,22.1386,-515.51,-975.63,-9.6,6.52,4.794,G2V,0.587,11.121254,-11.34993,-15.414623,-9.55E-05,1.84E-05,-6.83E-05,5.487619667,-0.770202829,-2.50E-06,-4.73E-06,,,Mic,1,103127,,1.052931213,,,,1.06917,0.127941,5777.32,1.05717,0.0915365,,,,,,
1701,75493,75722,137778,,Gl 586B,,,15.470058,-9.35786,20.4918,81.53,-355.85,8,7.57,6.012,K1V,0.868,-12.434009,-15.943968,-3.331985,4.96E-06,-6.81E-06,-3.62E-05,4.050051769,-0.163325467,3.95E-07,-1.73E-06,,,Lib,2,75489,Gl 586,0.342925673,,,,0.833629,0.0984566,5127,0.992389,0.0912929,,,,,,
1206,54544,54704,97343,,GJ 3648,,,11.200326,-26.136667,22.1435,271.93,-64.32,56.7,7.05,5.324,G8.5V,0.76,-19.44563,4.131536,-9.754741,-5.40E-05,-1.84E-05,-3.17E-05,2.93223844,-0.456170897,1.32E-06,-3.12E-07,,,Hya,1,54544,,0.646249172,,,,0.961766,0.122992,5387,1.04688,0.0908737,,,,,,
1700,75489,75718,137763,,Gl 586A,,,15.469336,-9.348069,20.5846,72.69,-363.37,8.2,6.89,5.322,G9V,0.788,-12.493698,-16.014262,-3.343604,4.25E-06,-6.34E-06,-3.71E-05,4.049862784,-0.16315459,3.52E-07,-1.76E-06,,,Lib,1,75489,Gl 586,0.647440705,,,,0.986301,0.12459,5228.92,1.28697,0.126015,,,,,,
57,1833,1837,1910,,GJ 2004,,,0.387768,-33.167525,22.168,-34.61,126.26,0,8.74,7.011,K4V,1.075,18.460733,1.880543,-12.127866,7.76E-06,-2.95E-06,1.14E-05,0.101517333,-0.578882522,-1.68E-07,6.12E-07,,,Scl,1,1833,,0.136646968,,,,,,,,,,,,,,
3860,119590,,,,GJ 1290,,,23.739154,21.600277,22.1729,412.28,80.14,0,13.3,11.571,M3.4V,1.59,20.567761,-1.406588,8.162489,-1.40E-07,4.44E-05,8.01E-06,6.21489606,0.376995959,2.00E-06,3.89E-07,GJ 1290,,,1,119590,,0.002049274,,,,,,,,,,,,,,
3861,118144,,,,NN 3158,,,2.468244,3.179135,22.1729,-7.33,-839.97,0,17.46,15.731,M6,2.06,17.67531,13.330749,1.229662,4.49E-06,2.40E-06,-9.02E-05,0.646184808,0.055486369,-3.55E-08,-4.07E-06,GJ 3158,,,1,118144,,4.44E-05,,,,,,,,,,,,,,
3862,118246,,,,NN 3245,,,3.708375,12.522471,22.1729,749.14,-1379.74,0,12.91,11.181,dM1,1.54,12.220887,17.86546,4.807584,-4.83E-05,7.21E-05,-0.00014477,0.97085033,0.218558353,3.63E-06,-6.69E-06,GJ 3245,,,1,118246,,0.002934945,,,,,,,,,,,,,,
3863,118909,,,,NN 3797,,,13.671502,47.208293,22.1729,306.49,-492.4,0,15.3,13.571,M4.5,1.73,-13.643266,-6.383581,16.271099,-2.12E-05,-4.63E-05,-3.60E-05,3.579190841,0.823940149,1.49E-06,-2.39E-06,GJ 3797,,,1,118909,,0.000324788,,,,,,,,,,,,,,
3864,118262,,23713,,Wo 9132,,,3.801781,24.143982,22.1729,9.34,-38.89,7.1,9.24,7.511,F7V,0.54,11.012067,16.974427,9.069554,3.69E-06,7.54E-06,-8.40E-07,0.99530395,0.421391979,4.53E-08,-1.89E-07,GJ 9132,,Tau,1,118262,,0.086218408,,,,,,,,,,,,,,
36,1320,1322,,,,,,0.276796,-50.26901,22.2025,330.89,273.61,0,12.38,10.648,M4V,1.53,14.154227,1.027597,-17.07492,2.00E-05,3.72E-05,1.88E-05,0.072464962,-0.877359744,1.60E-06,1.33E-06,,,,1,1320,,0.004795126,,12.516,12.176,,,,,,,,,,,
2214,98105,98416,189340,7637,Gl 773.3,,,19.996485,-9.958238,22.2025,-246.73,-392.36,30.2,5.87,4.138,F9V,0.598,10.916697,-18.948529,-3.839532,-1.15E-05,-3.33E-05,-4.69E-05,5.235067485,-0.173804035,-1.20E-06,-1.90E-06,,,Aql,1,98105,,1.92663746,,,,1.28344,0.243494,5818.02,1.65308,0.152739,,,,,,
1757,78470,78709,144287,,Gl 609.2,,,16.067706,25.254843,22.2173,-488.79,696.64,-48.2,7.1,5.367,G8V,0.771,-9.736708,-17.576679,9.47872,-8.94E-06,9.25E-05,4.68E-05,4.206515717,0.440780166,-2.37E-06,3.38E-06,,,Ser,1,78470,,0.621155021,,,,0.925646,0.116747,5352,1.03437,0.0931265,,,,,,
3088,119028,,,,Gl 589A,,,15.588991,17.71319,14.245,-1200.98,-147.46,-43.2,12.41,11.642,M2.5V,1.58,-8.006574,-10.953242,4.333403,-4.40E-05,8.04E-05,-2.31E-05,4.081188313,0.309153481,-5.82E-06,-7.15E-07,Gl 589A,,,1,119028,Gl 589,0.001919553,,,,,,,,,,,,,,
2452,108738,109084,,,GJ 4254,,,22.097584,-11.914172,22.2222,-265.5,-174.71,0,10.12,8.386,M0V,1.408,19.101981,-10.387186,-4.587689,-1.71E-05,-2.33E-05,-1.84E-05,5.785133929,-0.207941537,-1.29E-06,-8.47E-07,,,Aqr,1,108738,,0.038512348,,,,0.599,0.107,3825,0.554,0.083,,,,,,
3866,118132,,,,Gl 92.2,,,2.303126,44.26958,22.2222,512.42,-135.39,0,13.49,11.756,M1V,1.53,13.106089,9.024315,15.511878,-2.29E-05,5.12E-05,-1.04E-05,0.602956879,0.772649928,2.48E-06,-6.56E-07,Gl 92.2,,,1,118132,,0.001728224,,,,,,,,,,,,,,
3867,117975,,,,NN 3022,,,0.282486,20.064845,22.2222,238.69,25.09,0,13.77,12.036,M4V,,20.816361,1.542357,7.624068,-2.82E-06,2.56E-05,2.54E-06,0.07395466,0.350197601,1.16E-06,1.22E-07,GJ 3022,,,1,117975,,0.001335365,,,,,,,,,,,,,,
3868,117982,,,,NN 3030,,,0.365782,49.2103,22.2222,217.86,-30.62,0,12.84,11.106,M2.4V,,14.450867,1.38849,16.824705,2.40E-07,2.36E-05,-2.15E-06,0.095761451,0.858881759,1.06E-06,-1.48E-07,GJ 3030,,,1,117982,,0.00314485,,,,,,,,,,,,,,
3869,118032,,,,NN 3068,,,1.013705,66.948776,22.2222,-263.08,-60.74,0,13.28,11.546,M3.50,,8.396797,2.281342,20.447872,1.33E-05,-2.58E-05,-2.56E-06,0.265387302,1.168476564,-1.28E-06,-2.94E-07,GJ 3068,,,1,118032,,0.002097008,,,,,,,,,,,,,,
3870,118068,,,,NN 3096,,,1.379647,-25.804437,22.2222,93.28,58.29,0,13.05,11.316,M3.0V,,18.715424,7.070047,-9.673341,-9.90E-07,1.04E-05,5.65E-06,0.361190762,-0.450372381,4.52E-07,2.83E-07,GJ 3096,,,1,118068,,0.002591791,,,,,,,,,,,,,,
3871,118085,,,,NN 3111,,,1.730548,-23.853367,22.2222,39.27,7.63,0,13.28,11.546,M3,,18.273625,8.896173,-8.986599,-1.55E-06,3.95E-06,7.50E-07,0.453056395,-0.416319796,1.90E-07,3.70E-08,GJ 3111,,,1,118085,,0.002097008,,,,,,,,,,,,,,
3872,118124,,,,NN 3144,,,2.270967,39.857975,22.2222,-162.86,-97.86,0,14.54,12.806,DA5.4,0.23,14.131543,9.554765,14.241915,1.54E-05,-1.08E-05,-8.09E-06,0.594537712,0.695652903,-7.90E-07,-4.74E-07,GJ 3144,,,1,118124,,0.000657052,,,,,,,,,,,,,,
3873,118163,,,,NN 3174,,,2.654844,7.472607,22.2222,424.81,-114.62,0,14.27,12.536,M3.7V,,16.92236,14.110547,2.890046,-2.81E-05,3.62E-05,-1.22E-05,0.69503656,0.130421599,2.06E-06,-5.56E-07,GJ 3174,,,1,118163,,0.000842558,,,,,,,,,,,,,,
3874,118169,,,,NN 3176,,,2.715362,-38.935971,22.2222,533.89,-132.12,0,13.1,11.366,M3.5,,13.098333,11.279298,-13.965575,-4.43E-05,3.78E-05,-1.11E-05,0.710880238,-0.679560899,2.59E-06,-6.41E-07,GJ 3176,,,1,118169,,0.002475141,,,,,,,,,,,,,,
3875,118183,,,,NN 3189,,,2.96942,-12.883313,22.2222,313.14,569.6,107,12.67,10.936,sdM3.0,1.73,15.443812,15.198549,-4.956021,6.21E-05,0.00010846,3.54E-05,0.777392359,-0.224856222,1.52E-06,2.76E-06,GJ 3189,,,1,118183,,0.003677901,,,,,,,,,,,,,,
3878,118304,,,,NN 3287,,,4.46123,59.591115,22.2222,111.51,-201.16,0,14.45,12.716,M3.8V,,4.409463,10.347832,19.165207,-3.72E-06,2.19E-05,-1.10E-05,1.167947409,1.040061165,5.41E-07,-9.75E-07,GJ 3287,,,1,118304,,0.000713839,,,,,,,,,,,,,,
3879,118332,,,,NN 3310,,,4.743635,29.822092,22.2222,-150.98,-223.84,0,13.45,11.716,M3.41,1.6,6.227676,18.245856,11.051289,1.93E-05,6.10E-06,-2.09E-05,1.24188067,0.520493688,-7.32E-07,-1.09E-06,GJ 3310,,,1,118332,,0.001793081,,,,,,,,,,,,,,
3880,118396,,,,NN 3368,,,5.806654,7.762089,22.2222,69.88,-260.8,0,14.19,12.456,M4V,,1.114053,21.990385,3.00133,-7.33E-06,4.17E-06,-2.78E-05,1.520178549,0.135474017,3.39E-07,-1.26E-06,GJ 3368,,,1,118396,,0.000906985,,,,,,,,,,,,,,
3881,118410,,,,NN 3381,,,6.058363,47.805555,22.2222,-78.03,-584.82,0,13.94,12.206,M4.17,,-0.227904,14.923773,16.463756,7.69E-06,4.68E-05,-4.23E-05,1.586075624,0.834364334,-3.78E-07,-2.84E-06,GJ 3381,,,1,118410,,0.001141826,,,,,,,,,,,,,,
3882,118531,,,,NN 3486,,,8.082679,-83.229584,22.2222,-483.94,371.34,0,12.55,10.816,M2.5,,-1.356735,2.241127,-22.067234,2.40E-05,6.10E-05,4.71E-06,2.116040508,-1.452630272,-2.35E-06,1.80E-06,GJ 3486,,,1,118531,,0.004107712,,,,,,,,,,,,,,
3883,118561,,,,NN 3513,,,8.739592,-10.402872,22.2222,310.82,-513.22,0,14,12.266,M3.5,,-14.366458,16.472093,-4.012628,-1.87E-05,-2.95E-05,-5.44E-05,2.288019727,-0.181564367,1.51E-06,-2.49E-06,GJ 3513,,,1,118561,,0.001080438,,,,,,,,,,,,,,
3089,119029,,,,Gl 589B,,,15.588991,17.71319,14.245,-1200.98,-147.46,0,14.99,14.222,M4.5V,1.81,-8.007815,-10.954941,4.334075,-6.88E-05,4.64E-05,-9.70E-06,4.081188313,0.309153481,-5.82E-06,-7.15E-07,Gl 589B,,,2,119028,Gl 589,0.00017832,,,,,,,,,,,,,,
3886,118670,,,,NN 3588,,,10.217272,-35.741232,22.2222,-488.94,204.53,0,12.95,11.216,M3.5,,-16.107676,8.116293,-12.980553,1.22E-05,5.28E-05,1.79E-05,2.674875479,-0.623802175,-2.37E-06,9.92E-07,GJ 3588,,,1,118670,,0.002841842,,,,,,,,,,,,,,
3887,118680,,,,NN 3598,,,10.405425,11.956465,22.2222,-39.87,91.71,0,12.46,10.726,M2.5V,1.57,-19.873104,8.814281,4.603737,3.61E-06,3.10E-06,9.67E-06,2.724133936,0.208679675,-1.93E-07,4.45E-07,GJ 3598,,,1,118680,,0.004462724,,,,,,,,,,,,,,
3888,118714,,,,NN 3629,,,10.855876,36.124826,22.2222,-179.31,-15.69,0,13.46,11.726,M3.0V,,-17.150375,5.296613,13.101018,4.75E-06,1.88E-05,-1.37E-06,2.842061819,0.630497155,-8.69E-07,-7.61E-08,GJ 3629,,,1,118714,,0.001776642,,,,,,,,,,,,,,
3889,118787,,,,NN 3694,,,11.928805,-18.909159,22.2222,516.45,-305.42,0,14.3,12.566,M3.5,,-21.019299,0.39167,-7.201518,9.61E-06,-5.58E-05,-3.11E-05,3.122953881,-0.330027088,2.50E-06,-1.48E-06,GJ 3694,,,1,118787,,0.000819596,,,,,,,,,,,,,,
3890,118803,,,,NN 3713,,,12.203089,48.817879,22.2222,216.65,-287.51,0,12.91,11.176,M3.5V,,-14.611612,-0.77801,16.724882,-2.20E-05,-2.45E-05,-2.04E-05,3.194761194,0.852032728,1.05E-06,-1.39E-06,GJ 3713,,,1,118803,,0.002948492,,,,,,,,,,,,,,
3891,118973,,,,NN 3851,,,14.474767,45.907929,22.2222,-895.7,87.82,-68,16.99,15.256,~,2.22,-12.3281,-9.329106,15.957989,-1.43E-05,0.00011024,-4.34E-05,3.789485236,0.801244508,-4.34E-06,4.26E-07,GJ 3851,,,1,118973,,6.88E-05,,,,,,,,,,,,,,
3892,119017,,,,NN 3902,,,15.321876,67.855495,22.2222,-465.92,393.73,0,13.44,11.706,M3,,-5.404743,-6.399599,20.583004,-1.30E-05,6.24E-05,1.60E-05,4.011257662,1.184301812,-2.26E-06,1.91E-06,GJ 3902,,,1,119017,,0.001809673,,,,,,,,,,,,,,
3893,119040,,,,NN 3915,,,15.800445,-58.185765,22.2222,-535.15,-248.41,0,11.65,9.916,M1.5,,-6.380341,-9.824867,-18.883575,-3.60E-05,5.05E-05,-1.41E-05,4.136546802,-1.015533182,-2.59E-06,-1.20E-06,GJ 3915,,Nor,1,119040,,0.009410225,,,,,,,,,,,,,,
3848,119033,,,,Gl 593B,,,15.600578,39.802139,21.8103,-456.27,58.45,0,7.6,5.907,~,,-9.847314,-13.55703,13.961611,-3.67E-05,3.16E-05,4.75E-06,4.084221822,0.694678371,-2.21E-06,2.83E-07,Gl 593B,,Boo,2,76148,Gl 593,0.377746109,,,,,,,,,,,,,,
3896,119111,,,,NN 3979,,,16.88184,40.084887,22.2222,-43.66,-205.41,0,13.44,11.706,M2.99,,-4.906334,-16.278707,14.30936,-8.62E-06,-1.23E-05,-1.69E-05,4.419655384,0.699613263,-2.12E-07,-9.96E-07,GJ 3979,,,1,119111,,0.001809673,,,,,,,,,,,,,,
3897,119124,,,,NN 3986,,,16.957293,77.716364,22.2222,207.26,139.8,0,12.67,10.936,M3.0V,,-1.27378,-4.552978,21.713453,2.55E-05,8.15E-06,3.20E-06,4.439408984,1.356406433,1.00E-06,6.78E-07,GJ 3986,,,1,119124,,0.003677901,,,,,,,,,,,,,,
3899,119219,,336196,,NN 4057,,,18.417766,24.632165,22.2222,-72.93,-413.62,0,10.79,9.056,M0V,,2.20486,-20.079338,9.262017,-5.78E-06,-1.93E-05,-4.05E-05,4.821759958,0.429912385,-3.54E-07,-2.01E-06,GJ 4057,,Her,1,119219,,0.020777821,,,,,,,,,,,,,,
3900,119240,,,,NN 4077,,,18.80028,-14.583825,22.2222,-225.06,-241.35,0,12.13,10.396,M2.5,1.51,4.472896,-21.035925,-5.595464,-2.51E-05,1.36E-06,-2.52E-05,4.921901797,-0.25453577,-1.09E-06,-1.17E-06,GJ 4077,,,1,119240,,0.006047836,,,,,,,,,,,,,,
3901,119333,,,,NN 4137,,,20.182112,-25.587269,22.2222,194.67,-817.13,0,14.98,13.246,M4.5V,,10.837358,-16.860218,-9.597442,-2.90E-06,4.33E-05,-7.94E-05,5.283664504,-0.446582092,9.44E-07,-3.96E-06,GJ 4137,,,1,119333,,0.000438127,,,,,,,,,,,,,,
