uniqueID,starID,connectingPointID,connectingStarID,distanceToConnectingPoint,cartesianX,cartesianY,cartesianZ,starSystemID,distanceToPrimary,arc
0012200002,0012200000,0009100003,0009100000,0.5001368895102617,8.1881,0.202922,8.42601,0012000000,6.2504,215.0
0012200003,0012200000,0012100003,0012100000,0.4438098369076563,8.1881,0.202922,8.42601,0012000000,1.5626,255.0
0012200004,0012200000,2687100003,2687100000,1.9145603878969188,8.1881,0.202922,8.42601,0012000000,4.0868,198.0
0012200005,0012200000,2667100003,2667100000,1.1885238198828838,8.1881,0.202922,8.42601,0012000000,2.2838,194.0
0013100001,0013100000,2699100002,2699100000,2.6543320802192407,11.238,0.307211,18.3003,0013000000,4.808,335.0
0013100002,0013100000,0013200003,0013200000,1.1944453461858364,11.238,0.307211,18.3003,0013000000,3.3656,97.0
0013100003,0013100000,3813100005,3813100000,2.757632649955393,11.238,0.307211,18.3003,0013000000,4.0868,334.0
0013100004,0013100000,2699200002,2699200000,2.6546917754799715,11.238,0.307211,18.3003,0013000000,4.808,6.0
0013200001,0013200000,0115100003,0115100000,2.683424562043064,10.6128,0.289466,17.2827,0013000000,2.0434,5.0
0013200002,0013200000,3796100002,3796100000,2.2235685962949265,10.6128,0.289466,17.2827,0013000000,2.404,349.0
0013200003,0013200000,0013100002,0013100000,1.1944453461858364,10.6128,0.289466,17.2827,0013000000,5.6494,29.0
0013200004,0013200000,2631100003,2631100000,2.386009643775355,10.6128,0.289466,17.2827,0013000000,0.601,41.0
0013200005,0013200000,2695100002,2695100000,2.9689744271205827,10.6128,0.289466,17.2827,0013000000,6.3706000000000005,113.0
0013200006,0013200000,0110100002,0110100000,2.674479414214288,10.6128,0.289466,17.2827,0013000000,3.1252,46.0
0014100001,0014100000,2623100001,2623100000,2.9087886683119497,16.8378,0.46441,-19.4284,0014000000,4.5676,50.0
0014100002,0014100000,0070100002,0070100000,2.4840398913060966,16.8378,0.46441,-19.4284,0014000000,2.2838,265.0
0014100003,0014100000,0014200004,0014200000,0.07258459038253426,16.8378,0.46441,-19.4284,0014000000,1.9232,241.0
0014200001,0014200000,0034100005,0034100000,2.9557925941650565,16.7901,0.463341,-19.3737,0014000000,1.9232,216.0
0014200002,0014200000,2623100002,2623100000,2.9529154784045217,16.7901,0.463341,-19.3737,0014000000,7.3322,227.0
0014200003,0014200000,0070100003,0070100000,2.474585940281929,16.7901,0.463341,-19.3737,0014000000,3.3656,99.0
0014200004,0014200000,0014100003,0014100000,0.07258459038253426,16.7901,0.463341,-19.3737,0014000000,2.2838,36.0
0015100001,0015100000,0003100003,0003100000,1.5436670246409998,6.83577,0.188543,-15.2449,0015000000,7.3322,338.0
0015100002,0015100000,0010100003,0010100000,0.9969666232753228,6.83577,0.188543,-15.2449,0015000000,3.3656,104.0
0015100003,0015100000,2554100005,2554100000,2.368010585552564,6.83577,0.188543,-15.2449,0015000000,1.5626,48.0
0016100001,0016100000,0004100005,0004100000,1.578613660567081,11.949000000000002,0.344882,6.63205,0016000000,4.4474,247.0
0016100002,0016100000,3798100004,3798100000,1.9084849662758685,11.949000000000002,0.344882,6.63205,0016000000,1.9232,126.0
0016100003,0016100000,2678100006,2678100000,1.6302032650639016,11.949000000000002,0.344882,6.63205,0016000000,4.4474,47.0
0016100004,0016100000,2711200002,2711200000,2.608887069124304,11.949000000000002,0.344882,6.63205,0016000000,3.005,335.0
0016100005,0016100000,0036200006,0036200000,2.8589593123414665,11.949000000000002,0.344882,6.63205,0016000000,4.5676,251.0
0016100006,0016100000,2696100004,2696100000,1.9754306335794245,11.949000000000002,0.344882,6.63205,0016000000,4.207,83.0
0016100007,0016100000,3817100008,3817100000,1.4679587586972591,11.949000000000002,0.344882,6.63205,0016000000,4.207,341.0
0017100001,0017100000,2676100003,2676100000,2.536225541933528,26.5117,0.957394,-7.0213899999999985,0017000000,0.601,290.0
0017100002,0017100000,0042100002,0042100000,1.317741072273305,26.5117,0.957394,-7.0213899999999985,0017000000,3.4858,250.0
0017100003,0017100000,2633100001,2633100000,2.6139763788481334,26.5117,0.957394,-7.0213899999999985,0017000000,6.3706000000000005,360.0
0018100001,0018100000,0007100002,0007100000,2.7938283228718603,25.9746,0.951042,14.4613,0018000000,6.9716000000000005,155.0
0018100002,0018100000,2658100003,2658100000,2.6897219287175376,25.9746,0.951042,14.4613,0018000000,0.4808,257.0
0018100003,0018100000,2629100002,2629100000,2.8326125270364817,25.9746,0.951042,14.4613,0018000000,0.8414,227.0
0019100001,0019100000,2672100001,2672100000,1.6448373591711138,20.7365,0.765325,6.5125199999999985,0019000000,5.1686,250.0
0019100002,0019100000,2673100002,2673100000,1.3585693959916074,20.7365,0.765325,6.5125199999999985,0019000000,2.2838,207.0
0019100003,0019100000,3800100001,3800100000,2.7327779745389136,20.7365,0.765325,6.5125199999999985,0019000000,2.2838,239.0
0020100001,0020100000,2626100001,2626100000,2.4306276419961983,12.0876,0.472486,27.7633,0020000000,0.9616,70.0
0020100002,0020100000,0052100001,0052100000,1.713639759043888,12.0876,0.472486,27.7633,0020000000,3.1252,84.0
0021100001,0021100000,0058100001,0058100000,2.983487657385062,20.8521,0.825903,-10.6891,0021000000,0.9616,269.0
0021100002,0021100000,2646100004,2646100000,2.7282878890104296,20.8521,0.825903,-10.6891,0021000000,7.813,43.0
0021100003,0021100000,2655100003,2655100000,1.0907051317239682,20.8521,0.825903,-10.6891,0021000000,0.9616,267.0
0021100004,0021100000,2637100001,2637100000,2.8291128268644576,20.8521,0.825903,-10.6891,0021000000,1.6828,175.0
0022100001,0022100000,0115100005,0115100000,2.6577522912606053,8.600010000000001,0.344589,14.4095,0022000000,0.1202,67.0
0022100002,0022100000,2719100003,2719100000,2.934516950201685,8.600010000000001,0.344589,14.4095,0022000000,0.1202,248.0
0022100003,0022100000,2602100003,2602100000,1.4317545557116276,8.600010000000001,0.344589,14.4095,0022000000,2.0434,119.0
0022100004,0022100000,2631100005,2631100000,1.6845583276336855,8.600010000000001,0.344589,14.4095,0022000000,2.7646,185.0
0022100005,0022100000,0139100005,0139100000,2.9620584679038675,8.600010000000001,0.344589,14.4095,0022000000,1.3222,283.0
0022100006,0022100000,0110100004,0110100000,2.4285518514170117,8.600010000000001,0.344589,14.4095,0022000000,0.601,101.0
0023100001,0023100000,0045100005,0045100000,2.6187388626970898,25.38300000000001,1.22777,-2.57415,0023000000,7.0918,172.0
0023100002,0023100000,3815100002,3815100000,1.9694453616437315,25.38300000000001,1.22777,-2.57415,0023000000,4.9282,115.0
0024100001,0024100000,3811100001,3811100000,1.6048514014774071,18.047,0.887717,-5.00004,0024000000,5.6494,142.0
0024100002,0024100000,3816100006,3816100000,1.6075507193556915,18.047,0.887717,-5.00004,0024000000,4.9282,17.0
0024100003,0024100000,2668100005,2668100000,1.2337373237642608,18.047,0.887717,-5.00004,0024000000,6.01,42.0
0025100001,0025100000,2642100002,2642100000,2.8180447778812865,14.7174,0.729614,23.9053,0025000000,7.0918,33.0
0026100001,0026100000,0058100002,0058100000,1.4721076414179082,17.3775,0.890451,-12.2441,0026000000,2.404,354.0
0026100002,0026100000,2650100001,2650100000,2.0080573703208784,17.3775,0.890451,-12.2441,0026000000,4.207,324.0
0026100003,0026100000,0084100004,0084100000,2.8487383019296453,17.3775,0.890451,-12.2441,0026000000,3.8464,177.0
0027100001,0027100000,0008100003,0008100000,1.912569108614117,23.4376,1.23519,12.0097,0027000000,3.1252,63.0
0027100002,0027100000,0028100002,0028100000,2.9985361580111056,23.4376,1.23519,12.0097,0027000000,3.1252,109.0
0027100003,0027100000,2647100006,2647100000,2.912949079987496,23.4376,1.23519,12.0097,0027000000,3.1252,150.0
0028100001,0028100000,0008100004,0008100000,1.907296520477349,25.9193,1.42172,10.3371,0028000000,5.2888,181.0
0028100002,0028100000,0027100002,0027100000,2.9985361580111056,25.9193,1.42172,10.3371,0028000000,5.2888,183.0
0029100001,0029100000,0059100001,0059100000,2.548501070697048,10.7082,0.600442,-17.1056,0029000000,0.8414,40.0
0029100002,0029100000,2711100001,2711100000,2.566909630011156,10.7082,0.600442,-17.1056,0029000000,1.9232,100.0
0029100003,0029100000,0123100001,0123100000,2.4979758737313698,10.7082,0.600442,-17.1056,0029000000,3.3656,252.0
0029100004,0029100000,3802100001,3802100000,2.860309241861971,10.7082,0.600442,-17.1056,0029000000,0.8414,251.0
0029100005,0029100000,2576100001,2576100000,2.889314861167609,10.7082,0.600442,-17.1056,0029000000,3.005,153.0
0029100006,0029100000,2582100001,2582100000,2.653774379408317,10.7082,0.600442,-17.1056,0029000000,1.5626,272.0
0030100001,0030100000,3769100001,3769100000,2.104898917477987,7.06162,0.40914,18.746,0030000000,5.1686,342.0
0030100002,0030100000,2716100001,2716100000,2.8608219242728143,7.06162,0.40914,18.746,0030000000,0.4808,173.0
0030100003,0030100000,2691100001,2691100000,0.9316346948906528,7.06162,0.40914,18.746,0030000000,3.7262,204.0
0030100004,0030100000,2544100002,2544100000,2.4225398888356824,7.06162,0.40914,18.746,0030000000,1.9232,172.0
0030100005,0030100000,0189100001,0189100000,2.6339007168836117,7.06162,0.40914,18.746,0030000000,4.4474,121.0
0030100006,0030100000,0104100001,0104100000,2.001496412687269,7.06162,0.40914,18.746,0030000000,0.1202,240.0
0030200001,0030200000,0121100001,0121100000,2.9335326589039368,9.44891,0.5463640000000001,25.0835,0030000000,5.1686,116.0
0030200002,0030200000,0067100002,0067100000,2.0318327106816643,9.44891,0.5463640000000001,25.0835,0030000000,0.1202,227.0
0030200003,0030200000,0131100002,0131100000,2.395261920666715,9.44891,0.5463640000000001,25.0835,0030000000,3.7262,316.0
0031100001,0031100000,2645100001,2645100000,2.513704454968603,22.521,1.32662,-16.8947,0031000000,1.202,272.0
0031100002,0031100000,0075100001,0075100000,2.664078078360318,22.521,1.32662,-16.8947,0031000000,0.8414,307.0
0032100001,0032100000,2584100002,2584100000,1.0544648127728111,3.17151,0.18905,19.3292,0032000000,1.202,212.0
0032100002,0032100000,0060100002,0060100000,1.241674835907132,3.17151,0.18905,19.3292,0032000000,1.5626,281.0
0032100003,0032100000,2502100002,2502100000,1.4293488700048012,3.17151,0.18905,19.3292,0032000000,4.808,103.0
0032100004,0032100000,2773100003,2773100000,2.9242594101621697,3.17151,0.18905,19.3292,0032000000,0.1202,334.0
0033100001,0033100000,0011100002,0011100000,1.8399663351746405,4.77924,0.32306,-1.3856700000000002,0033000000,4.808,322.0
0033100002,0033100000,2516100005,2516100000,1.6979930905336449,4.77924,0.32306,-1.3856700000000002,0033000000,2.2838,110.0
0033100003,0033100000,2635100001,2635100000,2.1090344060583748,4.77924,0.32306,-1.3856700000000002,0033000000,2.2838,153.0
0033100004,0033100000,3786100001,3786100000,2.844415232385736,4.77924,0.32306,-1.3856700000000002,0033000000,4.4474,198.0
0033100005,0033100000,0148100001,0148100000,1.6512469569691868,4.77924,0.32306,-1.3856700000000002,0033000000,0.8414,281.0
0033100006,0033100000,2662100001,2662100000,0.8014130871560559,4.77924,0.32306,-1.3856700000000002,0033000000,4.808,186.0
0033100007,0033100000,2546100005,2546100000,2.450722499319129,4.77924,0.32306,-1.3856700000000002,0033000000,0.8414,3.0
0033100008,0033100000,2683100003,2683100000,2.801034899160665,4.77924,0.32306,-1.3856700000000002,0033000000,3.005,354.0
0033100009,0033100000,0210100002,0210100000,2.0658893620424106,4.77924,0.32306,-1.3856700000000002,0033000000,0.8414,236.0
0033100010,0033100000,0102100003,0102100000,1.9815577068066927,4.77924,0.32306,-1.3856700000000002,0033000000,0.4808,329.0
0033100011,0033100000,3753100007,3753100000,2.3021911003956643,4.77924,0.32306,-1.3856700000000002,0033000000,4.808,213.0
0034100001,0034100000,0064100002,0064100000,2.2430944420821883,15.1313,1.06028,-17.0012,0034000000,0.1202,46.0
0034100002,0034100000,0037100002,0037100000,0.9804203600497085,15.1313,1.06028,-17.0012,0034000000,1.5626,99.0
0034100003,0034100000,0038100001,0038100000,1.7489875668225874,15.1313,1.06028,-17.0012,0034000000,1.5626,150.0
0034100004,0034100000,0100100001,0100100000,2.5105911823512796,15.1313,1.06028,-17.0012,0034000000,5.5292,205.0
0034100005,0034100000,0014200001,0014200000,2.9557925941650565,15.1313,1.06028,-17.0012,0034000000,0.8414,20.0
0034100006,0034100000,0079100002,0079100000,2.6384127878139174,15.1313,1.06028,-17.0012,0034000000,0.1202,94.0
0034100007,0034100000,2611100001,2611100000,2.6457994190981293,15.1313,1.06028,-17.0012,0034000000,4.4474,83.0
0035100001,0035100000,3665100001,3665100000,2.2326825378411947,3.0755,0.217909,-17.224,0035000000,4.808,95.0
0035100002,0035100000,2457100002,2457100000,2.4917072922076957,3.0755,0.217909,-17.224,0035000000,0.1202,189.0
0036100001,0036100000,2681100002,2681100000,1.3544843308432917,15.2994,1.0862,5.54029,0036000000,3.005,181.0
0036100002,0036100000,0036200001,0036200000,1.0406716960213735,15.2994,1.0862,5.54029,0036000000,1.202,58.0
0036100003,0036100000,2684100005,2684100000,2.7986447506963064,15.2994,1.0862,5.54029,0036000000,3.005,193.0
0036100004,0036100000,0043100003,0043100000,2.751746289631368,15.2994,1.0862,5.54029,0036000000,2.6444,335.0
0036100005,0036100000,3817100003,3817100000,2.834788977750548,15.2994,1.0862,5.54029,0036000000,4.0868,327.0
0036100006,0036100000,3818100001,3818100000,2.2850812877042257,15.2994,1.0862,5.54029,0036000000,3.3656,214.0
0036200001,0036200000,0036100002,0036100000,1.0406716960213735,14.3227,1.0178,5.18762,0036000000,3.3656,360.0
0036200002,0036200000,2711200003,2711200000,2.665583047158726,14.3227,1.0178,5.18762,0036000000,2.2838,352.0
0036200003,0036200000,2681100003,2681100000,1.7087082118957575,14.3227,1.0178,5.18762,0036000000,3.3656,292.0
0036200004,0036200000,0041100003,0041100000,2.9175807462690733,14.3227,1.0178,5.18762,0036000000,2.2838,126.0
0036200005,0036200000,0043100004,0043100000,2.870183382259747,14.3227,1.0178,5.18762,0036000000,3.7262,77.0
0036200006,0036200000,0016100005,0016100000,2.8589593123414665,14.3227,1.0178,5.18762,0036000000,0.8414,8.0
0036200007,0036200000,2692100003,2692100000,2.8530837050111235,14.3227,1.0178,5.18762,0036000000,2.2838,236.0
0036200008,0036200000,3817100006,3817100000,1.9776572036316091,14.3227,1.0178,5.18762,0036000000,6.9716000000000005,151.0
0037100001,0037100000,0059100003,0059100000,2.5649147317016205,14.1542,1.0276,-17.0749,0037000000,1.6828,69.0
0037100002,0037100000,0034100002,0034100000,0.9804203600497085,14.1542,1.0276,-17.0749,0037000000,2.0434,4.0
0037100003,0037100000,3802100003,3802100000,2.82384582668548,14.1542,1.0276,-17.0749,0037000000,6.01,15.0
0037100004,0037100000,0038100002,0038100000,1.012142175042617,14.1542,1.0276,-17.0749,0037000000,0.2404,215.0
0037100005,0037100000,0100100002,0100100000,2.073855576480676,14.1542,1.0276,-17.0749,0037000000,2.7646,287.0
0037100006,0037100000,2611100002,2611100000,2.7902320638434364,14.1542,1.0276,-17.0749,0037000000,1.3222,322.0
0038100001,0038100000,0034100003,0034100000,1.7489875668225874,13.6727,1.00995,-17.965,0038000000,1.6828,36.0
0038100002,0038100000,0037100004,0037100000,1.012142175042617,13.6727,1.00995,-17.965,0038000000,6.2504,41.0
0038100003,0038100000,0100100003,0100100000,2.3822458159476323,13.6727,1.00995,-17.965,0038000000,3.005,260.0
0039100001,0039100000,3784100002,3784100000,2.343655671508936,11.3009,0.845066,9.83317,0039000000,0.4808,328.0
0039100002,0039100000,3784200002,3784200000,2.3436778410942063,11.3009,0.845066,9.83317,0039000000,1.5626,25.0
0039100003,0039100000,3819100004,3819100000,2.2937960407736777,11.3009,0.845066,9.83317,0039000000,1.5626,305.0
0039100004,0039100000,3820100001,3820100000,2.687440748239857,11.3009,0.845066,9.83317,0039000000,3.3656,300.0
0039100005,0039100000,2687100002,2687100000,2.998855319253664,11.3009,0.845066,9.83317,0039000000,3.3656,38.0
0039100006,0039100000,2693100003,2693100000,2.7554674051957138,11.3009,0.845066,9.83317,0039000000,3.7262,91.0
0039100007,0039100000,0083100002,0083100000,2.6551262062425582,11.3009,0.845066,9.83317,0039000000,0.4808,70.0
0040100001,0040100000,2709100001,2709100000,2.9411637491986053,20.1989,1.53106,11.3133,0040000000,5.5292,183.0
0040100002,0040100000,2641100002,2641100000,2.2168342150589417,20.1989,1.53106,11.3133,0040000000,6.6110000000000015,165.0
0040100003,0040100000,2638100001,2638100000,2.548633959599731,20.1989,1.53106,11.3133,0040000000,3.7262,94.0
0041100001,0041100000,2674100002,2674100000,2.7035443291353656,14.9612,1.13867,2.34333,0041000000,5.5292,109.0
0041100002,0041100000,2620100002,2620100000,2.88040017714553,14.9612,1.13867,2.34333,0041000000,0.4808,342.0
0041100003,0041100000,0036200004,0036200000,2.9175807462690733,14.9612,1.13867,2.34333,0041000000,5.8898,205.0
0041100004,0041100000,2653100002,2653100000,2.1123302459123194,14.9612,1.13867,2.34333,0041000000,3.7262,309.0
0041100005,0041100000,3808100004,3808100000,2.74403901131908,14.9612,1.13867,2.34333,0041000000,0.1202,278.0
0041100006,0041100000,0043100006,0043100000,1.208688822815864,14.9612,1.13867,2.34333,0041000000,0.1202,321.0
0041100007,0041100000,2692100004,2692100000,1.3712513509929534,14.9612,1.13867,2.34333,0041000000,0.1202,120.0
0042100001,0042100000,2676100002,2676100000,2.5898215078263624,26.39,2.07476,-6.33355,0042000000,4.0868,134.0
0042100002,0042100000,0017100002,0017100000,1.317741072273305,26.39,2.07476,-6.33355,0042000000,5.1686,175.0
0043100001,0043100000,2704100001,2704100000,2.758631836200692,16.0278,1.2808700000000002,2.89385,0043000000,6.9716000000000005,128.0
0043100002,0043100000,2674100003,2674100000,2.0115960191847666,16.0278,1.2808700000000002,2.89385,0043000000,4.0868,344.0
0043100003,0043100000,0036100004,0036100000,2.751746289631368,16.0278,1.2808700000000002,2.89385,0043000000,6.6110000000000015,310.0
0043100004,0043100000,0036200005,0036200000,2.870183382259747,16.0278,1.2808700000000002,2.89385,0043000000,6.9716000000000005,43.0
0043100005,0043100000,2653100004,2653100000,1.6598711939774125,16.0278,1.2808700000000002,2.89385,0043000000,1.5626,293.0
0043100006,0043100000,0041100006,0041100000,1.208688822815864,16.0278,1.2808700000000002,2.89385,0043000000,0.4808,224.0
0043100007,0043100000,2692100005,2692100000,1.4058326598852362,16.0278,1.2808700000000002,2.89385,0043000000,1.202,160.0
0044100001,0044100000,2763100006,2763100000,2.7426039321054,2.57127,0.20667,2.49306,0044000000,5.1686,121.0
0044100002,0044100000,3797100005,3797100000,0.5716884705536751,2.57127,0.20667,2.49306,0044000000,1.9232,176.0
0044100003,0044100000,2499100006,2499100000,1.9608688664467089,2.57127,0.20667,2.49306,0044000000,0.8414,248.0
0044100004,0044100000,0101100004,0101100000,2.641059019929127,2.57127,0.20667,2.49306,0044000000,6.6110000000000015,150.0
0044100005,0044100000,0101200006,0101200000,2.6411330274503397,2.57127,0.20667,2.49306,0044000000,2.6444,331.0
0044100006,0044100000,0102100008,0102100000,2.710690137187392,2.57127,0.20667,2.49306,0044000000,1.202,305.0
0044100007,0044100000,0044200003,0044200000,0.018835102866721742,2.57127,0.20667,2.49306,0044000000,3.7262,203.0
0044100008,0044100000,2460100008,2460100000,1.496416433383435,2.57127,0.20667,2.49306,0044000000,6.2504,195.0
0044100009,0044100000,2460200009,2460200000,1.4988305464781535,2.57127,0.20667,2.49306,0044000000,1.9232,145.0
0044200001,0044200000,2763100007,2763100000,2.742337888353658,2.55776,0.20548,2.4799900000000004,0044000000,6.6110000000000015,44.0
0044200002,0044200000,3797100007,3797100000,0.5571380246438042,2.55776,0.20548,2.4799900000000004,0044000000,0.8414,176.0
0044200003,0044200000,0044100007,0044100000,0.018835102866721742,2.55776,0.20548,2.4799900000000004,0044000000,6.6110000000000015,95.0
0044200004,0044200000,0102100009,0102100000,2.70882371772048,2.55776,0.20548,2.4799900000000004,0044000000,6.2504,112.0
0044200005,0044200000,2460100010,2460100000,1.4980189002145468,2.55776,0.20548,2.4799900000000004,0044000000,2.6444,345.0
0045100001,0045100000,2675100003,2675100000,1.8095472649533104,22.9391,1.87564,-3.25636,0045000000,4.4474,194.0
0045100002,0045100000,0071100005,0071100000,2.1449334376618774,22.9391,1.87564,-3.25636,0045000000,0.1202,53.0
0045100003,0045100000,2689100005,2689100000,2.489818388758505,22.9391,1.87564,-3.25636,0045000000,4.4474,68.0
0045100004,0045100000,0046100004,0046100000,2.2842486065662806,22.9391,1.87564,-3.25636,0045000000,6.2504,37.0
0045100005,0045100000,0023100001,0023100000,2.6187388626970898,22.9391,1.87564,-3.25636,0045000000,4.9282,151.0
0045100006,0045100000,0057100002,0057100000,2.894061676692463,22.9391,1.87564,-3.25636,0045000000,6.7312,199.0
0046100001,0046100000,2675100004,2675100000,0.608043869881112,20.6936,1.72793,-3.64841,0046000000,2.404,343.0
0046100002,0046100000,0074100006,0074100000,2.7845188865583217,20.6936,1.72793,-3.64841,0046000000,4.207,238.0
