,Unnamed: 0,uniqueID,starID,connectingPointID,connectingStarID,distanceToConnectingPoint,cartesianX,cartesianY,cartesianZ,distanceToPrimary,arc
66,66,0014100002,0014100000,0062100012,0062100000,2.4840398913060966,16.8378,0.46441,-19.4284,13.7028,172.0
67,67,0014100003,0014100000,0065100008,0065100000,0.07258459038253426,16.8378,0.46441,-19.4284,12.2604,85.0
68,68,0014200001,0014200000,0062100008,0062100000,2.9557925941650565,16.7901,0.463341,-19.3737,13.7028,288.0
69,69,0014200002,0014200000,0034100004,0034100000,2.9529154784045217,16.7901,0.463341,-19.3737,10.0968,156.0
70,70,0014200003,0014200000,0064100013,0064100000,2.474585940281929,16.7901,0.463341,-19.3737,10.0968,67.0
71,71,0014200004,0014200000,0065100007,0065100000,0.07258459038253426,16.7901,0.463341,-19.3737,4.3272,128.0
72,72,0015100001,0015100000,0003100007,0003100000,1.5436670246409998,6.83577,0.188543,-15.2449,4.3272,347.0
73,73,0015100002,0015100000,2380100006,2380100000,0.9969666232753228,6.83577,0.188543,-15.2449,10.818,37.0
74,74,0015100003,0015100000,0123100011,0123100000,2.368010585552564,6.83577,0.188543,-15.2449,4.3272,111.0
75,75,0016100001,0016100000,0004100006,0004100000,1.5786136605670815,11.949000000000002,0.344882,6.63205,7.9332,340.0
76,76,0016100002,0016100000,3798100011,3798100000,1.9084849662758685,11.949000000000002,0.344882,6.63205,11.539200000000001,88.0
77,77,0016100003,0016100000,2678100009,2678100000,1.6302032650639016,11.949000000000002,0.344882,6.63205,17.3088,324.0
78,78,0016100004,0016100000,2681100004,2681100000,2.608887069124304,11.949000000000002,0.344882,6.63205,15.8664,251.0
79,79,0016100005,0016100000,2711200012,2711200000,2.8589593123414665,11.949000000000002,0.344882,6.63205,18.03,127.0
80,80,0016100006,0016100000,0036200007,0036200000,1.9754306335794245,11.949000000000002,0.344882,6.63205,16.587600000000002,291.0
81,81,0016100007,0016100000,0039100012,0039100000,1.4679587586972591,11.949000000000002,0.344882,6.63205,17.3088,24.0
82,82,0017100001,0017100000,2676100008,2676100000,2.536225541933528,26.5117,0.957394,-7.0213899999999985,14.424,287.0
83,83,0017100002,0017100000,2651100009,2651100000,1.317741072273305,26.5117,0.957394,-7.0213899999999985,14.424,160.0
84,84,0017100003,0017100000,2624200007,2624200000,2.6139763788481334,26.5117,0.957394,-7.0213899999999985,14.424,293.0
85,85,0018100001,0018100000,0086100004,0086100000,2.7938283228718603,25.9746,0.951042,14.4613,13.7028,211.0
86,86,0018100002,0018100000,0002100005,0002100000,2.6897219287175376,25.9746,0.951042,14.4613,15.1452,179.0
87,87,0018100003,0018100000,0118100010,0118100000,2.8326125270364817,25.9746,0.951042,14.4613,13.7028,166.0
88,88,0019100001,0019100000,2672100004,2672100000,1.6448373591711138,20.7365,0.765325,6.5125199999999985,6.4908,137.0
89,89,0019100002,0019100000,2704100011,2704100000,1.3585693959916074,20.7365,0.765325,6.5125199999999985,12.2604,347.0
90,90,0019100003,0019100000,3795200002,3795200000,2.7327779745389136,20.7365,0.765325,6.5125199999999985,10.0968,166.0
91,91,0020100001,0020100000,0030200004,0030200000,2.4306276419961983,12.0876,0.472486,27.7633,15.8664,41.0
92,92,0020100002,0020100000,0067100002,0067100000,1.713639759043888,12.0876,0.472486,27.7633,18.03,185.0
93,93,0021100001,0021100000,0058100012,0058100000,2.983487657385062,20.8521,0.825903,-10.6891,12.2604,278.0
94,94,0021100002,0021100000,2646100011,2646100000,2.7282878890104305,20.8521,0.825903,-10.6891,7.9332,60.0
95,95,0021100003,0021100000,2707100015,2707100000,1.0907051317239682,20.8521,0.825903,-10.6891,7.212,23.0
96,96,0021100004,0021100000,0091100003,0091100000,2.8291128268644576,20.8521,0.825903,-10.6891,9.3756,129.0
97,97,0022100001,0022100000,3765100013,3765100000,2.6577522912606053,8.600010000000001,0.344589,14.4095,7.9332,92.0
98,98,0022100002,0022100000,0115100013,0115100000,2.934516950201685,8.600010000000001,0.344589,14.4095,16.587600000000002,229.0
99,99,0022100003,0022100000,3770100013,3770100000,1.4317545557116276,8.600010000000001,0.344589,14.4095,7.212,55.0
100,100,0022100004,0022100000,0066100011,0066100000,1.6845583276336855,8.600010000000001,0.344589,14.4095,7.9332,271.0
101,101,0022100005,0022100000,2593100013,2593100000,2.9620584679038675,8.600010000000001,0.344589,14.4095,15.1452,229.0
102,102,0022100006,0022100000,2654100011,2654100000,2.4285518514170117,8.600010000000001,0.344589,14.4095,7.212,1.0
103,103,0023100001,0023100000,0006100014,0006100000,2.618738862697084,25.383000000000006,1.22777,-2.57415,11.539200000000001,317.0
104,104,0023100002,0023100000,2648100013,2648100000,1.9694453616437302,25.383000000000006,1.22777,-2.57415,9.3756,312.0
105,105,0024100001,0024100000,0061100003,0061100000,1.6048514014774071,18.047,0.887717,-5.00004,13.7028,254.0
106,106,0024100002,0024100000,2708100009,2708100000,1.6075507193556915,18.047,0.887717,-5.00004,15.1452,234.0
107,107,0024100003,0024100000,3803100012,3803100000,1.2337373237642608,18.047,0.887717,-5.00004,13.7028,24.0
108,108,0025100001,0025100000,2614100013,2614100000,2.8180447778812865,14.7174,0.729614,23.9053,16.587600000000002,133.0
109,109,0026100001,0026100000,0058100014,0058100000,1.4721076414179082,17.3775,0.890451,-12.2441,15.1452,222.0
110,110,0026100002,0026100000,2616100009,2616100000,2.0080573703208784,17.3775,0.890451,-12.2441,18.03,117.0
111,111,0026100003,0026100000,0061100012,0061100000,2.8487383019296453,17.3775,0.890451,-12.2441,8.6544,340.0
112,112,0027100001,0027100000,2736100010,2736100000,1.912569108614117,23.4376,1.23519,12.0097,6.4908,106.0
113,113,0027100002,0027100000,0118100014,0118100000,2.9985361580111056,23.4376,1.23519,12.0097,6.4908,54.0
114,114,0027100003,0027100000,0007100015,0007100000,2.912949079987496,23.4376,1.23519,12.0097,16.587600000000002,185.0
115,115,0028100001,0028100000,2672100011,2672100000,1.907296520477349,25.9193,1.42172,10.3371,18.03,228.0
116,116,0028100002,0028100000,0086100008,0086100000,2.9985361580111056,25.9193,1.42172,10.3371,13.7028,185.0
117,117,0029100001,0029100000,0059100000,0059100000,2.548501070697048,10.7082,0.600442,-17.1056,7.9332,252.0
118,118,0029100002,0029100000,0090100000,0090100000,2.566909630011156,10.7082,0.600442,-17.1056,12.2604,282.0
119,119,0029100003,0029100000,2711100000,2711100000,2.4979758737313698,10.7082,0.600442,-17.1056,5.7696000000000005,269.0
120,120,0029100004,0029100000,0123100000,0123100000,2.860309241861971,10.7082,0.600442,-17.1056,5.7696000000000005,94.0
121,121,0029100005,0029100000,0152100000,0152100000,2.889314861167609,10.7082,0.600442,-17.1056,5.0484,322.0
122,122,0029100006,0029100000,0038100004,0038100000,2.653774379408317,10.7082,0.600442,-17.1056,17.3088,151.0
123,123,0030100001,0030100000,0115100000,0115100000,2.104898917477987,7.06162,0.40914,18.746,17.3088,61.0
124,124,0030100002,0030100000,3796100002,3796100000,2.8608219242728143,7.06162,0.40914,18.746,5.0484,33.0
125,125,0030100003,0030100000,3769100000,3769100000,0.9316346948906528,7.06162,0.40914,18.746,3.606,263.0
126,126,0030100004,0030100000,0066100006,0066100000,2.4225398888356824,7.06162,0.40914,18.746,15.8664,146.0
127,127,0030100005,0030100000,2716100002,2716100000,2.6339007168836117,7.06162,0.40914,18.746,8.6544,28.0
128,128,0030100006,0030100000,0013200000,0013200000,2.001496412687269,7.06162,0.40914,18.746,17.3088,110.0
129,129,0030200001,0030200000,2642100003,2642100000,2.9335326589039368,9.44891,0.5463640000000001,25.0835,12.9816,237.0
130,130,0030200002,0030200000,3768100002,3768100000,2.0318327106816643,9.44891,0.5463640000000001,25.0835,13.7028,356.0
131,131,0030200003,0030200000,0121100001,0121100000,2.395261920666715,9.44891,0.5463640000000001,25.0835,7.9332,10.0
132,132,0031100001,0031100000,0058100000,0058100000,2.513704454968603,22.521,1.32662,-16.8947,6.4908,247.0
133,133,0031100002,0031100000,2645100004,2645100000,2.664078078360318,22.521,1.32662,-16.8947,4.3272,179.0
134,134,0032100001,0032100000,2584100002,2584100000,1.0544648127728111,3.17151,0.18905,19.3292,3.606,329.0
135,135,0032100002,0032100000,0372100003,0372100000,1.2416748359071312,3.17151,0.18905,19.3292,12.2604,192.0
136,136,0032100003,0032100000,0060100002,0060100000,1.4293488700048012,3.17151,0.18905,19.3292,12.2604,117.0
137,137,0032100004,0032100000,0172100004,0172100000,2.9242594101621697,3.17151,0.18905,19.3292,6.4908,235.0
138,138,0033100001,0033100000,0011100002,0011100000,1.8399663351746405,4.77924,0.32306,-1.3856700000000002,13.7028,90.0
139,139,0033100002,0033100000,0243100008,0243100000,1.697993090533645,4.77924,0.32306,-1.3856700000000002,13.7028,68.0
140,140,0033100003,0033100000,2516100000,2516100000,2.1090344060583748,4.77924,0.32306,-1.3856700000000002,13.7028,0.0
141,141,0033100004,0033100000,2635100002,2635100000,2.844415232385736,4.77924,0.32306,-1.3856700000000002,13.7028,61.0
142,142,0033100005,0033100000,3786100000,3786100000,1.6512469569691868,4.77924,0.32306,-1.3856700000000002,15.1452,338.0
143,143,0033100006,0033100000,2522100000,2522100000,0.8014130871560559,4.77924,0.32306,-1.3856700000000002,10.818,148.0
144,144,0033100007,0033100000,2526100005,2526100000,2.450722499319129,4.77924,0.32306,-1.3856700000000002,7.9332,156.0
145,145,0033100008,0033100000,0148100007,0148100000,2.801034899160665,4.77924,0.32306,-1.3856700000000002,15.1452,80.0
146,146,0034100001,0034100000,0064100002,0064100000,2.2430944420821883,15.1313,1.06028,-17.0012,14.424,143.0
147,147,0034100002,0034100000,2650100001,2650100000,0.9804203600497085,15.1313,1.06028,-17.0012,14.424,192.0
148,148,0034100003,0034100000,3802100002,3802100000,1.7489875668225874,15.1313,1.06028,-17.0012,15.1452,2.0
149,149,0034100004,0034100000,0037100004,0037100000,2.5105911823512796,15.1313,1.06028,-17.0012,14.424,88.0
150,150,0034100005,0034100000,0038100001,0038100000,2.9557925941650565,15.1313,1.06028,-17.0012,10.818,101.0
151,151,0034100006,0034100000,0070100003,0070100000,2.6384127878139174,15.1313,1.06028,-17.0012,6.4908,95.0
152,152,0034100007,0034100000,0054100001,0054100000,2.6457994190981293,15.1313,1.06028,-17.0012,16.587600000000002,34.0
153,153,0035100001,0035100000,0003100003,0003100000,2.2326825378411947,3.0755,0.217909,-17.224,10.818,0.0
154,154,0035100002,0035100000,2380100002,2380100000,2.491707292207695,3.0755,0.217909,-17.224,17.3088,250.0
155,155,0036100001,0036100000,2704100006,2704100000,1.3544843308432917,15.2994,1.0862,5.54029,7.9332,32.0
156,156,0036100002,0036100000,2525100003,2525100000,1.0406716960213735,15.2994,1.0862,5.54029,8.6544,308.0
157,157,0036100003,0036100000,2681100007,2681100000,2.798644750696307,15.2994,1.0862,5.54029,12.9816,49.0
158,158,0036100004,0036100000,0036200002,0036200000,2.751746289631368,15.2994,1.0862,5.54029,3.606,309.0
159,159,0036100005,0036100000,2653100004,2653100000,2.834788977750548,15.2994,1.0862,5.54029,12.9816,7.0
160,160,0036100006,0036100000,2684100010,2684100000,2.2850812877042257,15.2994,1.0862,5.54029,5.7696000000000005,328.0
161,161,0036200001,0036200000,2525100003,2525100000,1.0406716960213735,14.3227,1.0178,5.18762,4.3272,347.0
162,162,0036200002,0036200000,2705100005,2705100000,2.665583047158726,14.3227,1.0178,5.18762,17.3088,96.0
163,163,0036200003,0036200000,3767100007,3767100000,1.7087082118957575,14.3227,1.0178,5.18762,14.424,113.0
164,164,0036200004,0036200000,0036100003,0036100000,2.9175807462690733,14.3227,1.0178,5.18762,15.8664,343.0
165,165,0036200005,0036200000,2711200003,2711200000,2.870183382259747,14.3227,1.0178,5.18762,10.0968,236.0
166,166,0036200006,0036200000,2681100005,2681100000,2.8589593123414665,14.3227,1.0178,5.18762,4.3272,66.0
167,167,0036200007,0036200000,3775100006,3775100000,2.8530837050111235,14.3227,1.0178,5.18762,6.4908,182.0
168,168,0036200008,0036200000,2653100007,2653100000,1.9776572036316091,14.3227,1.0178,5.18762,10.818,320.0
169,169,0037100001,0037100000,0059100007,0059100000,2.5649147317016205,14.1542,1.0276,-17.0749,15.8664,221.0
170,170,0037100002,0037100000,0034100003,0034100000,0.9804203600497085,14.1542,1.0276,-17.0749,17.3088,284.0
171,171,0037100003,0037100000,3802100004,3802100000,2.82384582668548,14.1542,1.0276,-17.0749,3.606,299.0
172,172,0037100004,0037100000,0038100005,0038100000,1.012142175042617,14.1542,1.0276,-17.0749,3.606,57.0
173,173,0037100005,0037100000,0100100005,0100100000,2.073855576480676,14.1542,1.0276,-17.0749,11.539200000000001,116.0
174,174,0037100006,0037100000,0054100007,0054100000,2.7902320638434364,14.1542,1.0276,-17.0749,11.539200000000001,270.0
175,175,0038100001,0038100000,0029100004,0029100000,1.7489875668225874,13.6727,1.00995,-17.965,7.212,304.0
176,176,0038100002,0038100000,0059100003,0059100000,1.012142175042617,13.6727,1.00995,-17.965,7.9332,73.0
177,177,0038100003,0038100000,0034100006,0034100000,2.3822458159476323,13.6727,1.00995,-17.965,10.818,2.0
178,178,0039100001,0039100000,0012200002,0012200000,2.343655671508936,11.3009,0.845066,9.83317,5.7696000000000005,28.0
179,179,0039100002,0039100000,2625200005,2625200000,2.3436778410942063,11.3009,0.845066,9.83317,13.7028,41.0
180,180,0039100003,0039100000,2749100006,2749100000,2.2937960407736777,11.3009,0.845066,9.83317,12.2604,277.0
181,181,0039100004,0039100000,0016100000,0016100000,2.687440748239857,11.3009,0.845066,9.83317,9.3756,193.0
182,182,0039100005,0039100000,3784100005,3784100000,2.9988553192536633,11.3009,0.845066,9.83317,5.0484,75.0
183,183,0039100006,0039100000,3784200002,3784200000,2.7554674051957138,11.3009,0.845066,9.83317,8.6544,85.0
184,184,0039100007,0039100000,2632100006,2632100000,2.6551262062425582,11.3009,0.845066,9.83317,7.9332,165.0
185,185,0040100001,0040100000,2673100007,2673100000,2.9411637491986053,20.1989,1.53106,11.3133,11.539200000000001,27.0
186,186,0040100002,0040100000,0087100004,0087100000,2.216834215058942,20.1989,1.53106,11.3133,15.1452,30.0
187,187,0040100003,0040100000,2647100003,2647100000,2.548633959599731,20.1989,1.53106,11.3133,13.7028,186.0
188,188,0041100001,0041100000,2705100007,2705100000,2.7035443291353656,14.9612,1.13867,2.34333,10.818,73.0
189,189,0041100002,0041100000,2674100003,2674100000,2.88040017714553,14.9612,1.13867,2.34333,16.587600000000002,294.0
190,190,0041100003,0041100000,2620100008,2620100000,2.9175807462690733,14.9612,1.13867,2.34333,18.7512,15.0
191,191,0041100004,0041100000,0036200009,0036200000,2.1123302459123194,14.9612,1.13867,2.34333,17.3088,127.0
192,192,0041100005,0041100000,2653100010,2653100000,2.74403901131908,14.9612,1.13867,2.34333,5.7696000000000005,92.0
193,193,0041100006,0041100000,2686100005,2686100000,1.208688822815864,14.9612,1.13867,2.34333,5.7696000000000005,273.0
194,194,0041100007,0041100000,3808100009,3808100000,1.3712513509929534,14.9612,1.13867,2.34333,11.539200000000001,215.0
195,195,0042100001,0042100000,0088100006,0088100000,2.589821507826362,26.39,2.07476,-6.33355,10.818,46.0
196,196,0042100002,0042100000,2676100003,2676100000,1.317741072273305,26.39,2.07476,-6.33355,9.3756,279.0
197,197,0043100001,0043100000,2704100006,2704100000,2.758631836200692,16.0278,1.2808700000000002,2.89385,5.7696000000000005,331.0
198,198,0043100002,0043100000,2674100008,2674100000,2.0115960191847666,16.0278,1.2808700000000002,2.89385,15.1452,42.0
199,199,0043100003,0043100000,0036100008,0036100000,2.751746289631368,16.0278,1.2808700000000002,2.89385,11.539200000000001,80.0
200,200,0043100004,0043100000,0036200010,0036200000,2.870183382259747,16.0278,1.2808700000000002,2.89385,16.587600000000002,144.0
201,201,0043100005,0043100000,2653100013,2653100000,1.6598711939774125,16.0278,1.2808700000000002,2.89385,9.3756,149.0
202,202,0043100006,0043100000,0041100008,0041100000,1.208688822815864,16.0278,1.2808700000000002,2.89385,15.1452,175.0
203,203,0043100007,0043100000,3810100010,3810100000,1.4058326598852362,16.0278,1.2808700000000002,2.89385,3.606,63.0
204,204,0044100001,0044100000,2763100013,2763100000,2.7426039321054,2.57127,0.20667,2.49306,14.424,90.0
205,205,0044100002,0044100000,3797100009,3797100000,0.5716884705536751,2.57127,0.20667,2.49306,5.0484,284.0
206,206,0044100003,0044100000,0204100008,0204100000,1.9608688664467089,2.57127,0.20667,2.49306,3.606,109.0
207,207,0044100004,0044100000,2499100007,2499100000,2.641059019929127,2.57127,0.20667,2.49306,10.818,206.0
208,208,0044100005,0044100000,0101100008,0101100000,2.6411330274503397,2.57127,0.20667,2.49306,15.1452,109.0
209,209,0044100006,0044100000,0101200009,0101200000,2.7106901371873917,2.57127,0.20667,2.49306,11.539200000000001,175.0
210,210,0044100007,0044100000,0102100005,0102100000,0.018835102866721742,2.57127,0.20667,2.49306,10.818,84.0
211,211,0044100008,0044100000,0044200009,0044200000,1.496416433383435,2.57127,0.20667,2.49306,11.539200000000001,307.0
212,212,0044200001,0044200000,0000100014,0000100000,2.742337888353658,2.55776,0.20548,2.4799900000000004,7.212,342.0
213,213,0044200002,0044200000,2763100013,2763100000,0.5571380246438042,2.55776,0.20548,2.4799900000000004,16.587600000000002,293.0
214,214,0044200003,0044200000,3797100007,3797100000,0.018835102866721742,2.55776,0.20548,2.4799900000000004,12.2604,343.0
215,215,0044200004,0044200000,3069100010,3069100000,2.70882371772048,2.55776,0.20548,2.4799900000000004,15.1452,277.0
216,216,0044200005,0044200000,2747100011,2747100000,1.4980189002145468,2.55776,0.20548,2.4799900000000004,8.6544,298.0
217,217,0045100001,0045100000,2675100006,2675100000,1.8095472649533102,22.9391,1.87564,-3.25636,15.1452,232.0
218,218,0045100002,0045100000,2676100005,2676100000,2.1449334376618774,22.9391,1.87564,-3.25636,6.4908,13.0
219,219,0045100003,0045100000,0120100008,0120100000,2.489818388758505,22.9391,1.87564,-3.25636,9.3756,312.0
220,220,0045100004,0045100000,3788100006,3788100000,2.2842486065662815,22.9391,1.87564,-3.25636,13.7028,43.0
221,221,0045100005,0045100000,2713100008,2713100000,2.618738862697084,22.9391,1.87564,-3.25636,10.0968,308.0
222,222,0045100006,0045100000,2624200004,2624200000,2.894061676692463,22.9391,1.87564,-3.25636,5.7696000000000005,126.0
223,223,0046100001,0046100000,2675100007,2675100000,0.608043869881112,20.6936,1.72793,-3.64841,16.587600000000002,125.0
224,224,0046100002,0046100000,2649100006,2649100000,2.7845188865583217,20.6936,1.72793,-3.64841,12.2604,35.0
225,225,0046100003,0046100000,2713100010,2713100000,2.7655817516392456,20.6936,1.72793,-3.64841,6.4908,44.0
226,226,0046100004,0046100000,0071100011,0071100000,2.2842486065662815,20.6936,1.72793,-3.64841,10.818,318.0
227,227,0046100005,0046100000,0074100005,0074100000,1.856375062049692,20.6936,1.72793,-3.64841,14.424,332.0
228,228,0046100006,0046100000,0074200003,0074200000,0.9153938339862244,20.6936,1.72793,-3.64841,12.9816,160.0
229,229,0049100001,0049100000,3793100014,3793100000,2.112003555773521,19.4042,1.69823,15.343,7.212,269.0
230,230,0049100002,0049100000,0117100009,0117100000,2.671453393492014,19.4042,1.69823,15.343,7.212,202.0
231,231,0050100001,0050100000,3766100007,3766100000,1.942973531092228,3.63191,0.318885,-7.77423,13.7028,70.0
232,232,0050100002,0050100000,2618100012,2618100000,2.005658274663209,3.63191,0.318885,-7.77423,6.4908,360.0
233,233,0050100003,0050100000,2751100011,2751100000,1.8902435354165343,3.63191,0.318885,-7.77423,6.4908,287.0
234,234,0050100004,0050100000,2751200014,2751200000,2.260998687877549,3.63191,0.318885,-7.77423,7.9332,314.0
235,235,0050100005,0050100000,2753100009,2753100000,0.9195513999967592,3.63191,0.318885,-7.77423,10.818,184.0
236,236,0050100006,0050100000,0252100015,0252100000,2.062437152842239,3.63191,0.318885,-7.77423,7.9332,7.0
237,237,0050100007,0050100000,2520100008,2520100000,2.856615672281625,3.63191,0.318885,-7.77423,13.7028,216.0
