uniqueID,moonName,sizeClass,worldType,resourceValueModifier,habitabilityModifier,nativeEcosphere,climateType,breathable,worldDensity,worldDiameter,worldMass,surfaceGravity,volcanicActivityLevel,tectonicActivityLevel,hydrographicCoverage,surfaceTemperature,dayFaceAverageTemperature,nightFaceAverageTemperature,blackbodyCorrection,blackbodyTemperature,magneticFieldStrength,equatorialRotationVelocity,totalSurfaceArea,landSurfaceArea,liquidSurfaceArea,atmosphereMass,worldAtmosphereComposition.toxicity,worldAtmosphereComposition.chlorineOrFluorine,worldAtmosphereComposition.lowOxygen,worldAtmosphereComposition.highOxygen,worldAtmosphereComposition.organicToxins,worldAtmosphereComposition.sulfurCompounds,worldAtmosphereComposition.suffocating,worldAtmosphereComposition.highCarbonDioxide,worldAtmosphereComposition.inertGases,worldAtmosphereComposition.nitrogenCompounds,worldAtmosphereComposition.pollutants,worldAtmosphereComposition.corrosive,greenhouseFactor,absorptionFactor,atmosphericPressure,atmosphericPressureCategory,minimumMolecularWeightRetained,orbitalRadius,orbitalPeriod,orbitalEccentricity,minimumSeparation,maximumSeparation,rotationPeriod,retrogradeOrNot,apparentDayLength,axialTilt,resonantOrNot,tidalLockedOrNot,escapeVelocity,tidalForceOnSatelliteByPlanet,totalTidalEffect,hexesPerSide,totalHexes,waterHexCount,landHexCount,numberOfMajorOceans,numberOfMinorOceans,numberOfSmallSeas,numberOfScatteredLakes,numberOfMajorContinents,numberOfMinorContinents,numberOfMajorIslands,numberOfArchipelagoes,tectonicPlateCount
0003104100,GJ 1294A g i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.370316,0.236607,0.00490521,0.0876195,None,None,0,97.6644,117.197,9.76644,0.86,113.563,0,420.356,7.15475e+06,7.15475e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,91.2972,5.99259,3.13294,0.397443,3.61087,8.3743,3.13294,0,3.133,23,0,1,2276.53,55.8863,88867.4,3,100,0,100,0,0,8,2,12,4,11,3,11
0003109100,GJ 1294A c i,Terrestrial Planet (Standard),Standard (Hadean),-1,0,Frozen,No life,0,0.642932,0.71145,0.231525,0.457414,None,None,0,53.5516,64.2619,5.35516,0.67,79.9277,0,497.224,6.46883e+07,6.46883e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,4.09348,12.0975,7.96404,0.202928,9.64256,14.5524,7.96404,0,7.97647,43,0,1,9019.56,1334.83,44970,6,370,0,370,0,0,0,1,5,3,15,8,5
0006104100,HIP 263 c i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.569863,0.261757,0.0102203,0.149165,Light,None,0,66.9649,80.3578,6.69649,0.86,77.8661,0,146.463,8.75654e+06,8.75654e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,33.2378,12.7465,9.9474,0.101727,11.4499,14.0432,9.9474,0,9.9499,5,0,1,3124.22,15.8437,13486.9,3,100,0,100,0,0,1,7,4,1,12,8,4
0006105100,HIP 263 b i,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.516827,0.0914847,0.000395723,0.0472818,None,None,0,58.3682,70.0418,5.83682,0.86,67.87,0,34.8756,1.06963e+06,1.06963e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,261.507,16.7778,14.6005,0.0498348,15.9416,17.6139,14.6005,0,14.6102,30,0,1,1039.87,0.075273,1654.88,1,20,0,20,0,0,0,1,6,5,7,11,4
0007103100,HIP 375 h ii,Terrestrial Planet (Tiny),Tiny (Sulfur),4,0,Frozen,No life,0,0.715861,0.169057,0.00345881,0.121021,Extreme,None,0,93.5164,112.22,9.35164,0.77,121.45,0,396.015,3.65261e+06,3.65261e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,98.9353,5.23957,2.37609,0.496009,2.6407,7.83845,2.37609,0,2.3761,30,0,1,2261.55,26.5872,9608.51,2,50,0,50,0,0,0,1,5,7,5,6,2
0007103200,HIP 375 h i,Terrestrial Planet (Small),Small (Hadean),1,0,Frozen,No life,0,0.646096,0.310518,0.0193444,0.200624,Light,None,0,46.9798,56.3757,4.69798,0.67,70.1191,0.05,141.561,1.23228e+07,1.23228e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,18.7592,15.7187,12.2092,0.0487728,14.9521,16.4854,12.2092,0,12.2095,3,0,1,3946.33,10.1156,653.651,3,100,0,100,0,0,0,1,9,1,1,4,1
0007104100,HIP 375 g ii,Terrestrial Planet (Tiny),Tiny (Sulfur),3,0,Frozen,No life,0,0.549829,0.172962,0.00284499,0.0950996,Extreme,None,0,67.2665,80.7198,6.72665,0.77,87.3591,0.005,114.937,3.82331e+06,3.82331e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,88.5171,10.1268,8.3759,0.00122761,10.1144,10.1393,8.3759,0,8.37616,46,0,1,2027.79,15.8971,6984.67,2,50,0,50,0,0,0,0,3,0,1,12,1
0007104200,HIP 375 g i,Terrestrial Planet (Tiny),Tiny (Rock),-1,0,Frozen,No life,0,0.926631,0.348157,0.039105,0.322613,Moderate,None,0,189.481,227.377,18.9481,0.97,195.341,1,2699.18,1.54913e+07,1.54913e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,28.9858,2.02537,0.717934,0.0980123,1.82685,2.22388,0.717934,0,0.717936,19,0,1,5298.92,54979.7,1.75744e+06,3,100,0,100,0,0,0,1,4,3,2,6,3
0007108100,HIP 375 d ii,Terrestrial Planet (Tiny),Tiny (Sulfur),3,0,Frozen,No life,0,0.483561,0.176529,0.00266011,0.0853625,Extreme,None,0,36.2059,36.2059,36.2059,0.77,47.0207,0.001,11.7121,3.98263e+06,3.98263e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,52.0061,34.9552,31.7457,0.000835521,34.926,34.9844,83.8925,0,84.1442,41,0,0,1940.89,0.0154995,7.28327,2,50,0,50,0,0,0,1,2,1,6,4,6
0007108200,HIP 375 d i,Terrestrial Planet (Standard),Standard (Hadean),-1,0,Frozen,No life,0,0.30418,0.366938,0.0150283,0.111615,None,None,0,29.1669,29.1669,29.1669,0.67,43.5327,0,45.1507,1.72077e+07,1.72077e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,17.7153,40.781,39.794,0.402587,24.3631,57.1989,45.2345,0,45.3076,24,0,0,3199.76,0.11462,9.53372,4,170,0,170,0,0,0,0,3,5,4,6,6
0009108100,Gl 2 d ii,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.277856,0.337394,0.0106717,0.0937471,None,None,0,54.7892,65.747,5.47892,0.86,63.7084,0,119.653,1.45483e+07,1.45483e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,33.5699,19.0413,15.6947,0.0518519,18.054,20.0286,15.6947,0,15.7148,26,0,1,2811.94,2.63217,1233.25,3,100,0,100,0,0,0,1,8,3,6,9,1
0009108200,Gl 2 d i,Terrestrial Planet (Tiny),Tiny (Rock),1,0,Frozen,No life,0,0.868198,0.282148,0.0195007,0.24496,Light,None,0,138.183,165.819,13.8183,0.97,142.456,0,1125.09,1.0174e+07,1.0174e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,34.3524,3.80826,1.39582,0.781977,0.83029,6.78623,1.39582,0,1.39598,11,0,1,4156.66,502.784,128914,3,100,0,100,0,0,2,8,11,3,3,10,9
0011101100,Gl 1 g ii,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.253296,0.140621,0.000704338,0.0356188,Extreme,None,0,91.1085,109.33,9.11085,0.77,118.323,0,312.038,2.5272e+06,2.5272e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,393.72,5.52018,2.50833,0.199091,4.42116,6.6192,2.50833,0,2.50834,10,0,1,1118.98,3.29307,56105,2,50,0,50,0,0,0,1,5,2,2,5,4
0011101200,Gl 1 g i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.366253,0.305496,0.0104423,0.111889,Extreme,None,0,59.6445,71.5734,5.96445,0.77,77.4604,0,191.447,1.19275e+07,1.19275e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,37.769,12.8804,8.88174,0.596717,5.19445,20.5664,8.88174,0,8.88184,47,0,1,2923.18,8.34915,9594.56,3,100,0,100,0,0,0,0,8,6,11,4,5
0015102100,GJ 3006 h ii,Terrestrial Planet (Standard),Standard (Hadean),-2,0,Frozen,No life,0,0.449606,0.396754,0.02808,0.178383,None,None,0,41.7374,50.0849,4.17374,0.67,62.2946,0.04,129.826,2.01178e+07,2.01178e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,14.6698,19.9154,17.0099,0.195248,16.027,23.8038,17.0099,0,17.0107,34,0,1,4206.26,8.28113,1327.1,4,170,0,170,0,0,0,1,10,5,8,12,7
0015102200,GJ 3006 h i,Terrestrial Planet (Small),Small (Ice),-1,2,Frozen,No life,0,0.371321,0.451218,0.0341121,0.167547,Light,None,0,78.443,94.1316,7.8443,0.93,84.3473,0,367.978,2.60202e+07,8.02935e+06,1.79908e+07,0,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0.93,0,None,18.5951,10.8629,6.82506,0.796854,2.20677,19.5191,6.82506,0,6.82517,18,0,1,4347.3,70.5,9300.23,4,170,118,52,0,0,0,0,7,4,13,8,10
0015103100,GJ 3006 g i,Terrestrial Planet (Tiny),Tiny (Ice),0,0,Frozen,No life,0,0.601078,0.0437785,5.04328e-05,0.0263143,None,None,0,62.7707,75.3248,6.27707,0.86,72.9892,0,21.3328,244940,244940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,1055.98,14.5068,11.4223,0.104421,12.992,16.0216,11.4223,0,11.423,17,0,1,536.642,0.00601716,536.897,1,20,0,20,0,0,0,1,2,2,0,4,11
0015105100,GJ 3006 f i,Terrestrial Planet (Tiny),Tiny (Rock),-2,0,Frozen,No life,0,0.740225,0.0652066,0.000205229,0.0482676,None,None,0,184.422,221.306,18.4422,0.97,190.125,0.07,215.82,543402,543402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,1006.8,2.13801,1.68167,0.198061,1.71455,2.56147,1.68167,0,1.68172,90,0,1,887.018,3558.99,7.80369e+07,1,20,0,20,0,0,0,1,4,5,3,7,3
0015107100,GJ 3006 d ii,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.608028,0.224912,0.00691769,0.136753,Extreme,None,0,89.7339,107.681,8.97339,0.77,116.537,0,594.454,6.46491e+06,6.46491e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,63.1489,5.6906,2.10589,0.103162,5.10355,6.27766,2.10589,0,2.10614,38,0,1,2772.89,12.7714,8307.88,3,100,0,100,0,0,9,10,8,6,2,4,1
0015107200,GJ 3006 d i,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.313423,0.26457,0.00580437,0.0829225,Heavy,None,0,56.7527,68.1032,5.67527,0.77,73.7048,0,176.818,8.94582e+06,8.94582e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,55.9926,14.2265,8.32831,0.602438,5.65591,22.7971,8.32831,0,8.33231,83,0,1,2341.88,0.806754,625.459,3,100,0,100,0,0,0,1,12,16,15,8,5
0016102100,Gl 5 i i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.551674,0.190159,0.00379343,0.104906,None,None,0,55.0602,66.0723,5.50602,0.86,64.0235,0,61.9277,4.62136e+06,4.62136e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,53.49,18.8543,17.0912,0.30083,13.1824,24.5262,17.0912,0,17.0915,45,0,1,2233.14,0.96684,178.411,2,50,0,50,0,0,0,1,5,5,0,2,2
0016107100,Gl 5 e i,Terrestrial Planet (Tiny),Tiny (Rock),0,0,Infernal,No life,0,0.778448,0.0888709,0.000546397,0.0691814,None,None,0,357.012,428.414,35.7012,0.97,368.053,0.006,1914.03,1.00938e+06,1.00938e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,997.725,0.570516,0.258436,0,0.570516,0.570516,0.258436,0,0.258437,10,0,1,1239.75,1.3248e+06,1.69722e+09,1,20,0,20,0,0,0,1,2,1,14,12,8
0016111100,Gl 5 b ii,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.336127,0.269432,0.00657433,0.0905635,Moderate,None,0,65.2991,78.359,6.52991,0.86,75.9292,0.012,213.635,9.2776e+06,9.2776e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,51.8628,13.4051,7.01968,0.0999287,12.0656,14.7447,7.01968,0,7.03182,32,0,1,2469.79,0.680733,72.4809,3,100,0,100,0,0,0,0,5,5,5,11,4
0016111200,Gl 5 b i,Terrestrial Planet (Standard),Standard (Hadean),-2,0,Frozen,No life,0,0.250549,0.652827,0.0697088,0.163565,Moderate,None,0,29.3713,29.3713,29.3713,0.67,43.8378,0.02,30.126,5.44671e+07,5.44671e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,6.84239,40.2154,35.6495,0.0502678,38.1939,42.237,120.614,0,124.302,10,0,0,5166.58,0.647736,6.50443,6,370,0,370,0,0,0,1,11,4,7,2,8
0017105100,HD 361 g ii,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.410223,0.205422,0.00355601,0.084269,Heavy,None,0,56.333,67.5996,5.6333,0.77,73.1598,0.009,106.927,5.39302e+06,5.39302e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,70.4378,14.4393,10.693,0.199879,11.5532,17.3254,10.693,0,10.6936,85,0,1,2080.25,1.43792,1051.35,3,100,0,100,0,0,0,1,5,2,7,3,6
0017105200,HD 361 g i,Terrestrial Planet (Tiny),Tiny (Sulfur),-1,0,Frozen,No life,0,0.320018,0.176141,0.00174887,0.0563683,Heavy,None,0,79.6669,95.6003,7.96669,0.77,103.464,0,259.003,3.96515e+06,3.96515e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,173.676,7.21963,3.78528,0.704006,2.13697,12.3023,3.78528,0,3.78535,25,0,1,1575.46,4.85103,7211.91,2,50,0,50,0,0,2,11,5,7,6,4,8
0018112100,Alpheratz b i,Terrestrial Planet (Tiny),Tiny (Ice),0,0,Frozen,No life,0,0.510875,0.244026,0.00742373,0.124667,Heavy,None,0,91.2481,109.498,9.12481,0.86,106.102,0.02,310.226,7.61043e+06,7.61043e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,58.1283,6.86498,4.37823,0.10386,6.15198,7.57797,4.37823,0,4.38994,30,0,1,2757.73,130.257,2631.91,3,100,0,100,0,0,0,1,12,4,3,10,9
0022101100,Caph j iii,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.570845,0.181539,0.0034153,0.103631,None,None,0,101.87,122.243,10.187,0.86,118.453,0,350.548,4.2119e+06,4.2119e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,104.939,5.50805,2.88246,0.199358,4.40998,6.60612,2.88246,0,2.88246,87,0,1,2168.64,49.5129,133376,2,50,0,50,0,0,7,9,7,2,7,11,7
0022101200,Caph j ii,Terrestrial Planet (Small),Small (Hadean),-1,0,Frozen,No life,0,0.378365,0.351276,0.0164005,0.13291,Light,None,0,50.1939,60.2327,5.01939,0.67,74.9162,0,173.598,1.57701e+07,1.57701e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,26.7434,13.7701,11.2628,0.500129,6.88329,20.657,11.2628,1,-11.2627,22,0,1,3416.35,29.4444,16517.1,3,100,0,100,0,0,0,0,6,2,5,5,7
0022101300,Caph j i,Terrestrial Planet (Tiny),Tiny (Rock),-3,0,Frozen,No life,0,0.639988,0.368335,0.0319817,0.23573,Light,None,0,162.492,194.991,16.2492,0.97,167.518,0,2062.91,1.7339e+07,1.7339e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,32.1552,2.75402,0.993814,0.297395,1.93499,3.57306,0.993814,0,0.993814,20,0,1,4658.95,7525.8,2.16491e+06,4,170,0,170,0,0,0,0,13,5,2,6,8
0022108100,Caph e i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.578089,0.0479435,6.37066e-05,0.0277156,None,None,0,54.3679,65.2415,5.43679,0.86,63.2185,0,15.8531,293763,293763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,792.936,19.3376,16.8328,0.397922,11.6427,27.0324,16.8328,0,16.8377,8,0,1,576.35,0.00270899,391.21,1,20,0,20,0,0,0,1,4,15,3,12,7
0022109100,Caph d i,Terrestrial Planet (Tiny),Tiny (Ice),-3,0,Frozen,No life,0,0.42734,0.248386,0.0065487,0.106145,None,None,0,48.0831,57.6998,4.80831,0.86,55.9106,0,71.2292,7.88481e+06,7.88481e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,35.344,24.723,19.4093,0.600671,9.8726,39.5734,19.4093,0,19.4211,44,0,1,2567.28,0.180938,254.192,3,100,0,100,0,0,0,1,9,2,13,12,2
0023106100,GJ 3011 c ii,Terrestrial Planet (Tiny),Tiny (Rock),2,0,Frozen,No life,0,1.0225,0.170377,0.00505708,0.174211,Heavy,Light,0,157.668,189.201,15.7668,0.97,162.544,1.5,558.322,3.70989e+06,3.70989e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,91.2708,2.92515,1.69851,0,2.92515,2.92515,1.69851,0,1.69866,89,0,1,2723.97,5990.45,355370,2,50,0,50,0,0,0,1,10,13,13,3,3
0023106200,GJ 3011 c i,Terrestrial Planet (Tiny),Tiny (Rock),-1,0,Very Cold,No life,0,0.708819,0.251616,0.0112915,0.17835,Heavy,Moderate,0,249.294,299.153,24.9294,0.97,257.005,2,3301.5,8.09122e+06,8.09122e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,95.4504,1.17006,0.424197,0.0509243,1.11047,1.22964,0.424197,0,0.424207,17,0,1,3349.38,308643,8.20026e+06,3,100,0,100,0,0,2,7,9,14,5,2,11
0023107100,GJ 3011 b i,Terrestrial Planet (Standard),Standard (Hadean),-1,0,Frozen,No life,0,0.577588,0.589955,0.118597,0.34075,Heavy,Light,0,46.38,55.656,4.638,0.67,69.2239,2.7,256.448,4.4481e+07,4.4481e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,5.73918,16.1279,12.8044,0.695227,4.91535,27.3405,12.8044,0,12.8197,2,0,1,7089.02,184.386,466.418,6,370,0,370,0,0,0,1,4,2,7,3,1
0024104100,6 Ceti f iii,Terrestrial Planet (Standard),Standard (Hadean),-2,0,Frozen,No life,0,0.540895,0.551957,0.0909554,0.298551,None,None,0,35.829,42.9948,3.5829,0.67,53.4761,0.004,115.336,3.89357e+07,3.89357e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,5.4086,27.0253,26.6369,0.399745,16.2221,37.8285,26.6369,0,26.6391,20,0,1,6418.3,18.3905,1779.3,5,260,0,260,0,0,0,0,4,5,2,3,9
0024104200,6 Ceti f ii,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.722892,0.0655982,0.000204056,0.0474204,Heavy,None,0,95.0932,114.112,9.50932,0.77,123.498,0,158.521,549948,549948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,661.683,5.06725,2.30327,0.0980044,4.57063,5.56386,2.30327,0,2.30329,80,0,1,881.835,0.743872,32079.8,1,20,0,20,0,0,0,0,4,7,1,7,10
0024104300,6 Ceti f i,Terrestrial Planet (Standard),Standard (Hadean),-1,0,Frozen,No life,0,0.272992,0.471181,0.0285572,0.128629,None,None,0,39.7487,47.6984,3.97487,0.67,59.3264,0,128.847,2.83736e+07,2.83736e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,16.3143,21.9581,20.3542,0.795516,4.49007,39.4261,20.3542,0,20.3555,48,0,1,3892.44,9.18954,2831.79,4,170,0,170,0,0,0,1,4,17,15,3,8
0024105100,6 Ceti e i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.496944,0.253324,0.00807862,0.125888,None,None,0,50.4359,60.523,5.04359,0.86,58.6464,0,75.9408,8.20145e+06,8.20145e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,30.6499,22.4702,18.567,0.198207,18.0165,26.924,18.567,1,-18.565,10,0,1,2823.51,0.553979,603.447,3,100,0,100,0,0,0,1,2,4,6,4,6
