,uniqueID,starID,connectingPointID,connectingStarID,distanceToConnectingPoint,cartesianX,cartesianY,cartesianZ
187,0040100003,0040100000,2647100003,2647100000,2.548633959599731,20.1989,1.53106,11.3133
188,0041100001,0041100000,2705100007,2705100000,2.7035443291353656,14.9612,1.13867,2.34333
189,0041100002,0041100000,2674100003,2674100000,2.88040017714553,14.9612,1.13867,2.34333
190,0041100003,0041100000,2620100008,2620100000,2.9175807462690733,14.9612,1.13867,2.34333
191,0041100004,0041100000,0036200009,0036200000,2.1123302459123194,14.9612,1.13867,2.34333
192,0041100005,0041100000,2653100010,2653100000,2.7440390113190802,14.9612,1.13867,2.34333
193,0041100006,0041100000,2686100005,2686100000,1.2086888228158639,14.9612,1.13867,2.34333
194,0041100007,0041100000,3808100009,3808100000,1.3712513509929534,14.9612,1.13867,2.34333
195,0042100001,0042100000,0088100006,0088100000,2.5898215078263624,26.39,2.07476,-6.33355
196,0042100002,0042100000,2676100003,2676100000,1.317741072273305,26.39,2.07476,-6.33355
197,0043100001,0043100000,2704100006,2704100000,2.7586318362006916,16.0278,1.2808700000000002,2.89385
198,0043100002,0043100000,2674100008,2674100000,2.0115960191847666,16.0278,1.2808700000000002,2.89385
199,0043100003,0043100000,0036100008,0036100000,2.7517462896313676,16.0278,1.2808700000000002,2.89385
200,0043100004,0043100000,0036200010,0036200000,2.870183382259747,16.0278,1.2808700000000002,2.89385
201,0043100005,0043100000,2653100013,2653100000,1.6598711939774125,16.0278,1.2808700000000002,2.89385
202,0043100006,0043100000,0041100008,0041100000,1.2086888228158639,16.0278,1.2808700000000002,2.89385
203,0043100007,0043100000,3810100010,3810100000,1.4058326598852362,16.0278,1.2808700000000002,2.89385
204,0044100001,0044100000,2763100013,2763100000,2.7426039321054,2.57127,0.20667,2.49306
205,0044100002,0044100000,3797100009,3797100000,0.571688470553675,2.57127,0.20667,2.49306
206,0044100003,0044100000,0204100008,0204100000,1.9608688664467089,2.57127,0.20667,2.49306
207,0044100004,0044100000,2499100007,2499100000,2.641059019929127,2.57127,0.20667,2.49306
208,0044100005,0044100000,0101100008,0101100000,2.64113302745034,2.57127,0.20667,2.49306
209,0044100006,0044100000,0101200009,0101200000,2.7106901371873913,2.57127,0.20667,2.49306
210,0044100007,0044100000,0102100005,0102100000,0.018835102866721746,2.57127,0.20667,2.49306
211,0044100008,0044100000,0044200009,0044200000,1.4964164333834353,2.57127,0.20667,2.49306
212,0044200001,0044200000,0000100014,0000100000,2.742337888353658,2.55776,0.20548000000000002,2.4799900000000004
213,0044200002,0044200000,2763100013,2763100000,0.5571380246438042,2.55776,0.20548000000000002,2.4799900000000004
214,0044200003,0044200000,3797100007,3797100000,0.018835102866721746,2.55776,0.20548000000000002,2.4799900000000004
215,0044200004,0044200000,3069100010,3069100000,2.7088237177204797,2.55776,0.20548000000000002,2.4799900000000004
216,0044200005,0044200000,2747100011,2747100000,1.4980189002145468,2.55776,0.20548000000000002,2.4799900000000004
217,0045100001,0045100000,2675100006,2675100000,1.80954726495331,22.9391,1.8756400000000002,-3.25636
218,0045100002,0045100000,2676100005,2676100000,2.1449334376618774,22.9391,1.8756400000000002,-3.25636
219,0045100003,0045100000,0120100008,0120100000,2.4898183887585055,22.9391,1.8756400000000002,-3.25636
220,0045100004,0045100000,3788100006,3788100000,2.284248606566282,22.9391,1.8756400000000002,-3.25636
221,0045100005,0045100000,2713100008,2713100000,2.61873886269709,22.9391,1.8756400000000002,-3.25636
222,0045100006,0045100000,2624200004,2624200000,2.894061676692463,22.9391,1.8756400000000002,-3.25636
223,0046100001,0046100000,2675100007,2675100000,0.608043869881112,20.6936,1.72793,-3.6484099999999997
224,0046100002,0046100000,2649100006,2649100000,2.784518886558322,20.6936,1.72793,-3.6484099999999997
225,0046100003,0046100000,2713100010,2713100000,2.7655817516392456,20.6936,1.72793,-3.6484099999999997
226,0046100004,0046100000,0071100011,0071100000,2.284248606566282,20.6936,1.72793,-3.6484099999999997
227,0046100005,0046100000,0074100005,0074100000,1.856375062049692,20.6936,1.72793,-3.6484099999999997
228,0046100006,0046100000,0074200003,0074200000,0.9153938339862245,20.6936,1.72793,-3.6484099999999997
229,0049100001,0049100000,3793100014,3793100000,2.112003555773521,19.4042,1.69823,15.343
230,0049100002,0049100000,0117100009,0117100000,2.671453393492014,19.4042,1.69823,15.343
231,0050100001,0050100000,3766100007,3766100000,1.942973531092228,3.63191,0.318885,-7.77423
232,0050100002,0050100000,2618100012,2618100000,2.005658274663209,3.63191,0.318885,-7.77423
233,0050100003,0050100000,2751100011,2751100000,1.8902435354165346,3.63191,0.318885,-7.77423
234,0050100004,0050100000,2751200014,2751200000,2.2609986878775494,3.63191,0.318885,-7.77423
235,0050100005,0050100000,2753100009,2753100000,0.9195513999967593,3.63191,0.318885,-7.77423
236,0050100006,0050100000,0252100015,0252100000,2.062437152842239,3.63191,0.318885,-7.77423
237,0050100007,0050100000,2520100008,2520100000,2.856615672281625,3.63191,0.318885,-7.77423
238,0050100008,0050100000,2644100011,2644100000,2.275952104120164,3.63191,0.318885,-7.77423
239,0051100001,0051100000,0120100009,0120100000,2.9956561720264214,22.0901,1.94619,-6.80576
240,0051100002,0051100000,0126100011,0126100000,2.481416159333214,22.0901,1.94619,-6.80576
241,0052100001,0052100000,0928100009,0928100000,1.7136397590438879,12.0087,1.10091,29.3556
242,0053100001,0053100000,2616100008,2616100000,2.175716522987313,11.9037,1.1109200000000001,-12.270999999999999
243,0053100002,0053100000,2619100006,2619100000,1.8974101760454953,11.9037,1.1109200000000001,-12.270999999999999
244,0053100003,0053100000,2627100008,2627100000,2.3542786639648248,11.9037,1.1109200000000001,-12.270999999999999
245,0053100004,0053100000,0015100007,0015100000,2.1323084537889905,11.9037,1.1109200000000001,-12.270999999999999
246,0053100005,0053100000,2400100005,2400100000,2.021738256080642,11.9037,1.1109200000000001,-12.270999999999999
247,0054100001,0054100000,0230100015,0230100000,2.75206306361246,13.3284,1.26114,-13.9085
248,0054100002,0054100000,3790100007,3790100000,2.6404896528577795,13.3284,1.26114,-13.9085
249,0054100003,0054100000,0026100011,0026100000,2.175716522987313,13.3284,1.26114,-13.9085
250,0054100004,0054100000,0034100007,0034100000,1.6378871563453328,13.3284,1.26114,-13.9085
251,0054100005,0054100000,2650100008,2650100000,1.6773998688744431,13.3284,1.26114,-13.9085
252,0055100001,0055100000,0114100008,0114100000,2.9305484293046584,15.2749,1.4663700000000002,-9.368910000000001
253,0055100002,0055100000,2616100010,2616100000,2.7667998162541503,15.2749,1.4663700000000002,-9.368910000000001
254,0055100003,0055100000,2619100008,2619100000,0.6761007739235342,15.2749,1.4663700000000002,-9.368910000000001
255,0055100004,0055100000,2627100007,2627100000,1.415371805569123,15.2749,1.4663700000000002,-9.368910000000001
256,0055100005,0055100000,0026100015,0026100000,2.2236271713126725,15.2749,1.4663700000000002,-9.368910000000001
257,0055100006,0055100000,3803100009,3803100000,2.1778348788877437,15.2749,1.4663700000000002,-9.368910000000001
258,0056100001,0056100000,0119100010,0119100000,2.6284860298087946,25.5992,2.50929,-13.1244
259,0057100001,0057100000,2713100011,2713100000,0.9153938339862245,20.2905,2.0309,-4.41239
260,0057100002,0057100000,0126100016,0126100000,2.894061676692463,20.2905,2.0309,-4.41239
261,0057100003,0057100000,0074200013,0074200000,1.436916552378739,20.2905,2.0309,-4.41239
262,0057100004,0057100000,0046100015,0046100000,2.9956561720264214,20.2905,2.0309,-4.41239
263,0058100001,0058100000,2733100000,2733100000,2.983487657385062,18.4607,1.88054,-12.1279
264,0058100002,0058100000,0031100000,0031100000,1.472107641417908,18.4607,1.88054,-12.1279
265,0058100003,0058100000,2707100000,2707100000,2.9851069282188187,18.4607,1.88054,-12.1279
266,0059100001,0059100000,0029100000,0029100000,2.548501070697048,12.3475,1.26013,-15.2692
267,0059100002,0059100000,0230100001,0230100000,2.0375167996384715,12.3475,1.26013,-15.2692
268,0059100003,0059100000,0203100000,0203100000,2.5649147317016205,12.3475,1.26013,-15.2692
269,0059100004,0059100000,0123100012,0123100000,1.6773998688744431,12.3475,1.26013,-15.2692
270,0059100005,0059100000,0152100010,0152100000,2.4263222841164365,12.3475,1.26013,-15.2692
271,0059100006,0059100000,0038100000,0038100000,2.715571645602451,12.3475,1.26013,-15.2692
272,0059100007,0059100000,3802100000,3802100000,2.872096445497783,12.3475,1.26013,-15.2692
273,0060100001,0060100000,2584100000,2584100000,1.2577908118685723,4.2408800000000015,0.436015,18.7485
274,0060100002,0060100000,0372100002,0372100000,1.2416748359071321,4.2408800000000015,0.436015,18.7485
275,0060100003,0060100000,0060200002,0060200000,2.6602682615903595,4.2408800000000015,0.436015,18.7485
276,0060100004,0060100000,0032100000,0032100000,2.6335867944165035,4.2408800000000015,0.436015,18.7485
277,0060100005,0060100000,3769100001,3769100000,2.1343935876611404,4.2408800000000015,0.436015,18.7485
278,0060200001,0060200000,2584100013,2584100000,1.717861082639978,3.4620699999999998,0.356392,15.3079
279,0060200002,0060200000,0060100003,0060100000,2.7580754595485604,3.4620699999999998,0.356392,15.3079
280,0060200003,0060200000,2617100003,2617100000,2.852005169368386,3.4620699999999998,0.356392,15.3079
281,0060200004,0060200000,2735100004,2735100000,2.763596549025201,3.4620699999999998,0.356392,15.3079
282,0060200005,0060200000,0401100001,0401100000,1.4571141003174743,3.4620699999999998,0.356392,15.3079
283,0060200006,0060200000,3770100015,3770100000,2.126126979618339,3.4620699999999998,0.356392,15.3079
284,0060200007,0060200000,0139100012,0139100000,1.2022843750028531,3.4620699999999998,0.356392,15.3079
285,0061100001,0061100000,0058100000,0058100000,2.015510255915361,16.1425,1.72743,-8.28153
286,0061100002,0061100000,2708100001,2708100000,2.659899544002367,16.1425,1.72743,-8.28153
287,0061100003,0061100000,3803100011,3803100000,1.415371805569123,16.1425,1.72743,-8.28153
288,0061100004,0061100000,2714100011,2714100000,2.24536237834787,16.1425,1.72743,-8.28153
289,0061100005,0061100000,2655100001,2655100000,2.9223474038690185,16.1425,1.72743,-8.28153
290,0061100006,0061100000,2599100001,2599100000,2.8997314366851272,16.1425,1.72743,-8.28153
